"","subject","condition","vignetteType","vignetteNumber","answerOrder","vignette","dummyVignetteAnswer","vignetteAnswer","gender","age","postquestion1","postquestion2"
"647","m5o635yzi9a","G6B","G","6","B","G6",7,3,"male",24,"correct",NA
"648","ik9935yzqgn","L4A","L","4","A","L4",7,1,"female",37,"correct","Option B could mean that there was a very small chance my computer would be in the shop for weeks, or it could mean a virtual guarantee of that, so on balance I thought the 50/50 situation would be slightly better."
"649","ni0035yzih0","L6A","L","6","A","L6",7,2,"female",41,"correct",NA
"650","dl8335yzv40","L5B","L","5","B","L5",7,-1,"female",51,"correct",NA
"651","tmm735yzo4b","L12A","L","12","A","L12",6,0,"female",36,"correct",NA
"652","4ixv35yzu75","L4B","L","4","B","L4",7,2,"female",33,"correct","I was thinking I'd rather know the probability so that I don't waste time trying to fix a problem that has next to 0 chance of actually being the culprit."
"653","7dhq35yzvu8","L8A","L","8","A","L8",7,-2,"male",39,"correct","I'd rather have the hope that it probably didn't happen, whereas knowing there was a 50% chance, there's be more overall worry."
"654","ez4i35yz932","L11A","L","11","A","L11",7,1,"male",75,"correct",NA
"655","1l4m35yzf1a","G2A","G","2","A","G2",7,3,"male",29,"correct",NA
"656","eai535yzsk2","G7B","G","7","B","G7",7,0,"female",59,"correct","I was thinking that both options were basically the same. Even though with option A, I did not know what the probability was, the fact that the school could be built in either Neighborhood X or Neighborhood Y was the same to me as the 50 percent probability of either one with option B."
"657","j0pg35yzb2j","G8A","G","8","A","G8",7,0,"male",30,"correct","I chose 'neutral' because on one hand with a 50/50 chance that my date was the attractive person is nice, there was also a chance that the other probability could have been even better and since I didn't know what that chance was I am indifferent as to which option I get."
"658","mfip35yzcu9","G4A","G","4","A","G4",7,0,"male",50,"correct",NA
"659","4d3z35yzf05","L10B","L","10","B","L10",7,-3,"female",48,"correct","Both answers seemed to be the same, just worded differently. To me, they both sounded the same, but the ones without the percentages of the chances of either branch closing sounded better."
"660","l24r35yz97p","L2A","L","2","A","L2",7,0,"male",33,"correct","It does not matter, as even 1% is as harmful as death."
"661","9hp135yzs5g","L11B","L","11","B","L11",7,0,"female",45,"correct","I read both outcomes as 50-50 and chose indifferent as it didn't seem to really matter."
"662","0ynf35yz8u7","L6B","L","6","B","L6",7,0,"male",42,"correct",NA
"663","15no35yzfer","L11B","L","11","B","L11",7,1,"female",41,"correct",NA
"664","oihi35yzs9t","G7A","G","7","A","G7",5,1,"male",28,"correct",NA
"665","8p2g35yzqqj","G6A","G","6","A","G6",7,0,"male",32,"correct","Either choice was fine with me. the 50/50 odds were not good enough and the unknown percentage was unknown so i dont know if the odds were better or not. So really either is fine."
"666","l15s35yzoat","L1A","L","1","A","L1",7,3,"female",29,"correct",NA
"667","61nd35yzovi","L5A","L","5","A","L5",7,-2,"female",34,"correct",NA
"668","bj2135yz5au","L5B","L","5","B","L5",7,1,"male",34,"correct",NA
"669","88or35yz3ug","G4B","G","4","B","G4",6,2,"female",45,"correct","I was just thinking there is a 50 50 chance of the one I was hoping to be interested in me really would be. It really is just a toss up, but I would hope it would be the one I was interested in."
"670","n57g35yz5eg","L11B","L","11","B","L11",7,0,"female",44,"correct","I think that a 50/50 chance is pretty much the same as not knowing the chances of one or the other to be cancelled. There's no real benefit either way."
"671","0kyu35yzmnj","G7B","G","7","B","G7",7,3,"female",63,"correct",NA
"672","lhmj35yzg9l","G5A","G","5","A","G5",5,-3,"female",28,"correct",NA
"673","t42x35yzgka","L2B","L","2","B","L2",6,2,"male",28,"correct","I would rather have a 50/50 chance than choose an unknown chance."
"674","nxlr35yzigp","L2A","L","2","A","L2",6,1,"male",36,"correct",NA
"675","03cw35yzqei","G7A","G","7","A","G7",7,0,"female",55,"correct","Because really, either way it was 50/50 as far as my guessing which neighborhood to choose I was either going to choose the one with the new school or not."
"676","huh135yz8ho","G8A","G","8","A","G8",7,0,"female",45,"correct",NA
"677","ujqf35yzp9p","G9B","G","9","B","G9",7,3,"female",37,"correct",NA
"678","x3yy35yzl6o","G8B","G","8","B","G8",7,-2,"male",28,"correct","Since they were both average and up in terms of attractiveness, I had no real preference."
"679","ajmb35yzhos","L4A","L","4","A","L4",7,-2,"male",30,"correct",NA
"680","id3235yz5gk","G10A","G","10","A","G10",7,2,"female",37,"correct","Knowing my luck, I'd end up with a 1% chance of getting the right color ball."
"681","n76m35yzs3l","G8B","G","8","B","G8",7,0,"female",50,"correct","Sometimes a person who is considered not attractive by someone else's standards, is not unattractive to me. Separarately, someone who is thought to be unattractive by me up front becomes very attractive when you realize that you are attracted to them in other ways. So, I don't wish for one or the other to be a date for me simply based on surface attractiveness. I'd rather the odds play out as in, whomever is meant to be my date is who it will be."
"682","72ua35yz0oe","L1A","L","1","A","L1",7,0,"female",64,"correct",NA
"683","6m4635yzxjn","L7A","L","7","A","L7",7,-2,"female",35,"correct","I was thinking I wouldn't want to know."
"684","by3735yzuqm","G5B","G","5","B","G5",7,0,"male",50,"correct","It seemed that both answers were similar, in that it was an equal chance that either training protocol would help."
"685","ldj935yzxw2","L6B","L","6","B","L6",7,-2,"female",31,"correct",NA
"686","75jh35yzsa0","L8B","L","8","B","L8",7,2,"male",33,"correct","I am uninsured so I woulld rather know the liklihoood I sustained damage to my car, rather than have it be unknown because I could plan better."
"687","5n9035yzecv","L1B","L","1","B","L1",7,-1,"female",26,"correct",NA
"688","haaw35yzxzg","L11A","L","11","A","L11",7,-2,"male",38,"correct","Just that I'd probably rather have even odds, just for my own comfort"
"689","f6l535yzajp","G12A","G","12","A","G12",7,0,"male",33,"correct","I was thinking about the probabilities of taking the right drug, then I realized that in both scenarios I have the same equity. Unless I have a flaw in my thoughts of course :)"
"690","golj35yzm5r","L6A","L","6","A","L6",7,0,"male",27,"correct","Given that it would be a somewhat random chance regardless of the option chosen given the probabilities for option B were unknown, I figure no preference is fine, might as well let the cards fall where they may."
"691","ka1935yz8xm","G1B","G","1","B","G1",7,3,"female",24,"correct",NA
"692","7ghy35yzq3j","G7B","G","7","B","G7",7,1,"female",46,"correct","At least with 50/50 odds I wouldn't be making a choice that could result in a worse scenario."
"693","w0m035yzy50","L11A","L","11","A","L11",7,0,"female",51,"correct","Well it really would come down to what my child would want in the end, a year or 2 of that is better then none. If my child really liked it and wanted to continue with it, there is always ways to work with the school to try and keep the program going."
"694","s42035yzf7h","L6A","L","6","A","L6",7,0,"male",40,"correct","It didn't matter the odds were very unpredictable."
"695","sp5f35yzmw6","G4B","G","4","B","G4",7,2,"female",34,"correct",NA
"696","78l235yztdx","L6A","L","6","A","L6",7,-1,"female",26,"correct",NA
"697","wx0735yzixv","L6A","L","6","A","L6",7,2,"female",59,"correct",NA
"698","ztt835yzsxb","L3A","L","3","A","L3",7,2,"female",42,"correct",NA
"699","4ppr35yz9wn","L5B","L","5","B","L5",7,2,"male",27,"correct",NA
"700","kgxl35yzolj","L7B","L","7","B","L7",7,2,"female",58,"correct",NA
"701","zpb635yzsxs","L7A","L","7","A","L7",7,2,"female",35,"correct",NA
"702","e0t635yzcep","G1B","G","1","B","G1",7,3,"male",27,"correct","Knowing that each choice had a 50% chance of skyrocketing would somewhat put my mind as ease over not knowing the possible outcome at all."
"703","vdyv35yz6hh","L11A","L","11","A","L11",7,2,"female",39,"correct","I chose the answer that there would be a 50% chance of either program being discontinued because I would rather know the exact probability of the programs being discontinued than not know any probability at all."
"704","g0me35yzbzj","L12A","L","12","A","L12",7,3,"male",35,"correct","I like knowing the certainty of my fate. The first choice was a 50 percent chance either way. The second choice was more vague."
"705","7vs135yzs0l","L12A","L","12","A","L12",7,2,"female",44,"correct",NA
"706","eqyw35yzn86","G6B","G","6","B","G6",7,-3,"female",51,"correct","I think instead of trying to overthink a situation where the chances of something possibly happening are exactly the same, I'd just rather not know."
"707","dvde35yzl1v","G6B","G","6","B","G6",7,3,"female",57,"correct","When given the percentage amounts of 50% it made my thinking go to weighing the possibilities based on this statistic and made it seem like a good deal."
"708","asov35yzfww","L7A","L","7","A","L7",7,2,"female",60,"correct","The unknown of not knowing the probabilities of a red versus a yellow ball made me prefer the 50/50 chance slightly more."
"709","sv7g35yz2nq","L5B","L","5","B","L5",7,2,"female",33,"correct","Honestly, I would want the probability that the pathogen was benign and the way the question was worded it seemed like my best option was the one I chose."
"710","w9ir35yzu2i","L10A","L","10","A","L10",7,1,"male",29,"correct",NA
"711","j7kp35yze4f","G3A","G","3","A","G3",7,0,"male",40,"correct","I was thinking about how nebulous it sounded that I had a choice between departments that either had a 50% chance of being the right one, OR had a high percentage of being selected but I don't know which one has that high probability. isn't that almost the same thing at the end of the day. it's a binary outcome, and the bottom line is that I don't know which one will be selected, so I have no preference."
"712","fsry35yz2x7","G4B","G","4","B","G4",7,0,"male",48,"correct","there was no way to know which friend was interested or by how much"
"713","vt0a35yz0jm","L12A","L","12","A","L12",7,-3,"female",59,"correct",NA
"714","ma8o35yz4dl","G6A","G","6","A","G6",7,0,"male",31,"correct","it wouldn't make a difference the chances were the same"
"715","onp235yzdmd","G2A","G","2","A","G2",7,2,"female",38,"correct","It was 50/50 chance so I was taking a gamble"
"716","o6rf35yz2q8","G10A","G","10","A","G10",7,-1,"male",32,"correct","I just figured having no idea of the likelihood of the outcome would make me feel like there's a higher chance of getting the outcome that I want."
"717","mr3a35yzx7l","G9B","G","9","B","G9",7,1,"female",34,"correct",NA
"718","bh3i35yzeg5","G5B","G","5","B","G5",7,-1,"male",34,"correct","I guess I'd rather take the chance and go with one of the protocols, and hope that it is better than 50 percent odds that it would work for me, because just going with a 50/50 guess seems fairly bad to me."
"719","s78d35yzy4a","L7A","L","7","A","L7",7,2,"male",40,"correct","I figured it was a safer bet. If I chose the option where I was not sure of the probability I could have gotten a bad deal."
"720","2skt35yzq0j","L2B","L","2","B","L2",7,-3,"male",33,"correct",NA
"721","zeuo35yzppq","L4A","L","4","A","L4",7,0,"female",30,"correct","i didnt see much of a difference in the probabilities"
"722","0o1l35yzb5c","G9B","G","9","B","G9",7,3,"male",22,"correct",NA
"723","cpmq35yzxv2","L10B","L","10","B","L10",7,0,"male",34,"correct","I had no control either way, there was a 50% chance I would lose my job one way or another"
"724","7ovv35yzmll","G4B","G","4","B","G4",7,2,"male",70,"correct",NA
"725","psoc35yzft1","L3A","L","3","A","L3",7,0,"female",60,"correct","The choices were really equal. It was either X or Y or there was a 50% chance of it being X or Y. I saw those two choices as being the same."
"726","i1a735yztb1","G3A","G","3","A","G3",7,0,"female",48,"correct","either one meant the same thing."
"727","d9wd35yzfb7","L8B","L","8","B","L8",7,2,"female",48,"correct",NA
"728","33yg35yzx9a","L1A","L","1","A","L1",7,-1,"female",36,"correct","It leaves me with a little wiggle room"
"729","g0ns35yzu9q","L9A","L","9","A","L9",7,0,"male",40,"correct",NA
"730","ycc135yzygh","G12A","G","12","A","G12",7,-3,"male",35,"correct","Since I do not know the exact percentage, I can believe that the drug will definitely help me."
"731","npip35yzy6q","G10A","G","10","A","G10",7,2,"male",42,"correct","It's generally better to know the odds, than not."
"732","m2p735yzmsu","L11B","L","11","B","L11",7,0,"female",26,"correct","for each answer on the last one, it seemed like that there would at least still be some programs continuing for each X and Y"
"733","3qfl35yzr37","L1B","L","1","B","L1",7,0,"female",31,"correct","Both seemed equally bad and had equal amount of uncertainty."
"734","5trx35yzqys","L4A","L","4","A","L4",7,2,"male",54,"correct",NA
"735","35ew35yzk80","G9B","G","9","B","G9",7,2,"female",56,"correct","Because the chance than are equally available."
"736","kv7o35yzs4o","L10B","L","10","B","L10",7,-1,"female",40,"correct","I initially thought, well what's the difference, it's two banks, it's 50%/50%, but maybe not necessarily. Like, they might do an analysis and find that one performs better than the other (more customer traffic, more convenient location, etc.), and if I take time to do the same kind of research, I might get a slight advantage by going with the one that looks like it has better prospects."
"737","c5fs35yzwm1","G7B","G","7","B","G7",7,3,"male",26,"correct",NA
"738","nurs35yz4pm","L4B","L","4","B","L4",7,-3,"male",38,"correct","It seems to be entirely random regardless."
"739","76bz35yz2nt","L10A","L","10","A","L10",7,-2,"female",54,"correct",NA
"740","ip6435yzh37","L7B","L","7","B","L7",7,-1,"male",33,"correct","I did not like the 50/50 percentages, so I was hoping the mystery option might have better odds."
"741","pbuc35yzq61","G2A","G","2","A","G2",7,0,"female",29,"correct","I couldn't really decide, neither seemed much better than the other."
"742","hhyv35yzhfx","G12A","G","12","A","G12",7,-2,"male",34,"correct",NA
"743","k5yq35yzzht","L4B","L","4","B","L4",6,1,"male",27,"correct",NA
"744","zqve35yzya5","G4A","G","4","A","G4",7,3,"female",36,"correct","50/50 is a more concrete percentage than the unknown. Even chances."
"745","5jla35yz2nj","L11B","L","11","B","L11",7,-2,"male",42,"correct","I would rather have one of the preferred activities not canceled, so I picked A, whereas B had a 50/50 chance of both being canceled."
"746","t3rh35yz758","G9B","G","9","B","G9",7,0,"male",34,"correct","i didn't see a whole lot of difference in the answers and it's up to the kid, or if he's interested in both, do both, it's his life."
"747","zmg935yzcpt","G6B","G","6","B","G6",7,1,"female",36,"correct",NA
"748","lpjf35yz6to","L3B","L","3","B","L3",7,3,"female",48,"correct",NA
"749","h5cg35yzw5i","G10A","G","10","A","G10",7,2,"female",36,"correct",NA
"750","fyrc35yzzkf","G2A","G","2","A","G2",7,2,"female",21,"correct","50/50 are pretty even odds. Choosing B felt like the more uncertain option since in that case you didn't even know what your odds were."
"751","2f0s35yz813","L1B","L","1","B","L1",7,-1,"female",59,"correct",NA
"752","28q935yzoev","G10B","G","10","B","G10",7,1,"male",24,"correct","50% odds aren't terrible. So knowing that isn't the worst thing, unless you lose, then not knowing would probably have been better."
"753","38z735yzcx8","G4A","G","4","A","G4",7,0,"male",32,"correct",NA
"754","9uf835yzk10","L7A","L","7","A","L7",6,-1,"female",52,"correct",NA
"755","w6yg35yz5kq","L12B","L","12","B","L12",7,0,"female",51,"correct","I did not have information that would allow me to make the best choice for myself, so all things were equal."
"756","4w6j35yzg63","L11A","L","11","A","L11",7,1,"male",34,"correct",NA
"757","e9oy35yzd02","G3B","G","3","B","G3",7,0,"male",32,"correct","I thought that both situations involved the same relative amount of risk, since I didn't know which department would be supported."
"758","sdxh35yz9m6","G7B","G","7","B","G7",7,3,"male",39,"correct",NA
"759","s4n535yzpvp","G10B","G","10","B","G10",7,2,"male",46,"correct","Well, my choice was between a 50/50 shot at $1000 versus an unknown chance at winning. Now, it's true that the unknown chance could have been higher, but basically I'd almost always take 50/50 odds to win $1000, so I took that one so I wouldn't feel stupid if the unknown odds are less."
"760","lj2b35yzoun","G3A","G","3","A","G3",6,0,"male",48,"correct",NA
"761","v2fi35yzmow","G9A","G","9","A","G9",7,1,"male",34,"correct","I would mostly stay indifferent and let my child decide on which endeavor he wants to pursue his interest."
"762","zccb35yzsvl","L11B","L","11","B","L11",7,2,"female",47,"correct",NA
"763","k97j35yze0e","L1B","L","1","B","L1",7,3,"male",35,"correct","I chose that answer because it is the same probability of either one to plummet. If I knew that each stock has a 50% chance of plummet I wouldn't feel so bad as choosing the wrong one since it is an equal chance."
"764","mky635yzi0j","G3B","G","3","B","G3",7,3,"male",24,"correct","It is better to have a 50-50 chance than to go and lose completely."
"765","r95k35yzvfn","G1B","G","1","B","G1",7,0,"female",54,"correct",NA
"766","2n3135yzbdr","G8A","G","8","A","G8",7,-2,"male",27,"correct",NA
"767","29nd35yz2zt","G3A","G","3","A","G3",6,0,"male",33,"correct",NA
"768","hng635yzx7e","L4B","L","4","B","L4",7,-1,"female",33,"correct",NA
"769","9aut35yz2o1","G11A","G","11","A","G11",7,1,"male",29,"correct","I just felt like it would make me feel better if both events were equally likely, for whatever reason."
"770","aitu35yz2iy","L12B","L","12","B","L12",7,0,"female",33,"correct",NA
"771","g6aj35yzawo","L2B","L","2","B","L2",7,0,"male",35,"correct",NA
"772","wqrk35yzv9x","L11B","L","11","B","L11",7,-1,"male",35,"correct",NA
"773","k0gk35yzcl4","G6B","G","6","B","G6",7,0,"female",30,"correct",NA
"774","iqt235yz40f","G9B","G","9","B","G9",7,0,"male",40,"correct","Both scenarios were equal mathematically(to me). In the first scenario, we did not know the probabilities so since there were 2 options, it was 50%. In the second one, it was stated that each scenario would have a probability of 50% of happening."
"775","7fpx35yzgfq","L8B","L","8","B","L8",7,-2,"male",33,"correct","in this situation, I would rather not know a percentage as knowing 50% likely would make me more anxious"
"776","1mpn35yzu64","L8A","L","8","A","L8",7,-2,"male",45,"correct","Because I guess that a 50% chance of damage was pretty high so I prefered to go with the ""random"" choice hoping to have a better chance with that.
"
"777","lyni35yzobs","G5B","G","5","B","G5",7,3,"male",26,"correct",NA
"778","cnce35yzi2l","L7B","L","7","B","L7",7,-1,"male",35,"correct","50% odds of losing money sounds bad so I would probably lean toward hoping the other option had better percentages."
"779","rj7o35yz4uy","G10B","G","10","B","G10",7,1,"male",45,"correct","The 50% chance is pretty good for that amount of money, and if I chose the other option my chance of winning might be lower and possibly much lower. It could also be higher, but maybe not."
"780","nl4935yz9w7","L8A","L","8","A","L8",7,2,"male",28,"correct","I rather know the probability that it happened than be left in the dark"
"781","2qp335yznco","L12A","L","12","A","L12",7,2,"male",32,"correct","I chose the answer because I prefer to know the odds of an outcome. I was thinking 50/50 is a reasonable gamble, while an unknown is much wose."
"782","rbdv35yzz88","G6B","G","6","B","G6",7,2,"female",70,"correct","I prefer to know the percentage of probability, even if it's 50-50."
"783","mkqi35yzo4c","G10A","G","10","A","G10",7,2,"male",37,"correct","I wanted to know the chances of winning so I can prepare for the result- not be too hopeful."
"784","5gct35yzg1l","G6A","G","6","A","G6",7,2,"female",31,"correct","I chose the 50/50 option because I felt like it gave more hope"
"785","wat035yzrsh","G10B","G","10","B","G10",7,1,"male",27,"correct",NA
"786","021h35yzg3d","G3B","G","3","B","G3",7,-1,"female",45,"correct",NA
"787","fd0e35yzfba","L4A","L","4","A","L4",7,-1,"female",29,"correct",NA
"788","ddqi35yzlvh","G12B","G","12","B","G12",7,1,"male",65,"correct",NA
"789","7n1m35yzdnz","L6A","L","6","A","L6",7,-1,"female",41,"correct",NA
"790","qpef35yz7qt","G3B","G","3","B","G3",7,0,"male",38,"correct","Everything is up to chance, so there's no point in taking a stake in it for me.  I would rather just let the cards fall where they may."
"791","8jr335yzedz","G5B","G","5","B","G5",7,2,"male",40,"correct",NA
"792","b6bk35yzzeh","G2B","G","2","B","G2",7,-1,"female",30,"correct","I feel like since I was unemployed the investor funding didn't matter much. I just needed a job"
"793","1djc35yzm1c","G2A","G","2","A","G2",7,2,"male",70,"correct",NA
"794","wm1835yzt77","L7B","L","7","B","L7",7,2,"female",31,"correct",NA
"795","1ipw35yzzlh","L7B","L","7","B","L7",6,0,"female",35,"correct",NA
"796","f21s35yza93","L2A","L","2","A","L2",7,1,"female",44,"correct","I really can't think of much of a better answer here. 50/50 is no different than knowing nothing."
"797","j3j335yzwct","L5A","L","5","A","L5",7,0,"male",46,"correct","50/50 isn't horrible odds when it could be like a 90% chance to have the bad one."
"798","g6ep35yzwjd","L4A","L","4","A","L4",7,0,"male",56,"correct",NA
"799","t26c35yzh82","G9B","G","9","B","G9",7,-3,"male",35,"correct",NA
"800","2y0m35yz8aw","L2B","L","2","B","L2",7,2,"female",72,"correct","If I do not know what species bit me, it may not make much difference about probability.  On the other hand, I need to get to hospital and have it treated no matter what."
"801","cktq35yzoxw","G6A","G","6","A","G6",7,3,"female",48,"correct","I was thinking which situation had the less risk and better outcome."
"802","bq0x35yzypx","L1A","L","1","A","L1",7,0,"male",47,"correct","Not knowing which stock would plummet is (to me) equal to a 50/50 chance that one or the other will...therefore it was indifferent to me."
"803","dnvo35yza4x","L3B","L","3","B","L3",7,-2,"male",31,"correct",NA
"804","rknt35yzi05","G12A","G","12","A","G12",7,3,"male",49,"correct","I would prefer to know that I have a 50% chance of taking the correct drug no matter which one I pick. I know that statistically it wouldn't matter, since I'd have 50% chance of picking the correct one anyways. I'm just weird like that! Good luck with your study."
"805","abj735yz3x9","G11B","G","11","B","G11",7,2,"female",46,"correct","I wanted the probability to be set so I would have an equal chance of seeing the bird in each preserve. I think my chances of seeing the bird would be better that way."
"806","s4u935yzn74","G7A","G","7","A","G7",7,0,"female",67,"correct","I was thinking that the choice was 50/50 on my part of choosing the right neighborhood, so either choice in the answer would not be a preferred choice. They were the same to me."
"807","gxtk35yzuor","G1B","G","1","B","G1",7,1,"female",41,"correct",NA
"808","a3kr35yzv3a","G8B","G","8","B","G8",7,1,"male",34,"correct",NA
"809","gkhd35yz361","L12A","L","12","A","L12",7,0,"male",27,"correct",NA
"810","quhk35yznls","G2A","G","2","A","G2",7,3,"female",49,"correct",NA
"811","q7f935yzslk","L5A","L","5","A","L5",7,-2,"male",47,"correct",NA
"812","d5px35yzkhg","G1A","G","1","A","G1",7,2,"male",29,"correct","I'd rather know the odds of the stocks so I'd know what to expect. The second answer left too much to uncertainty."
"813","e34935yzog1","L1A","L","1","A","L1",6,-1,"male",22,"correct",NA
"814","9rq335yzzlv","G7A","G","7","A","G7",7,2,"male",32,"correct","Because I knew the odds of the school being built in my neighborhood"
"815","rmba35yz46n","G1B","G","1","B","G1",5,0,"female",40,"correct",NA
"816","yhyw35yzo3s","G12A","G","12","A","G12",7,2,"male",31,"correct","I like knowing answers when studying something. I think arbitrary answers are a bit less satisfying."
"817","wurj35yz1fh","L9B","L","9","B","L9",7,-2,"male",43,"correct","I was thinking that not knowing precisely where I stood in the election would allow me to maintain a positive state of mind for the final moments of the campaign. If I knew that it was a toss-up with the ""surprisingly"" strong challenger, I think I would feel like I'd already done poorly and have a negative outlook."
"818","nsfj35yzin5","G1B","G","1","B","G1",7,0,"male",24,"correct","I just thought it would be equally terrible to be in any of those situations, regardless of the probabilities involved."
"819","2jo935yzn50","L1A","L","1","A","L1",7,-2,"female",32,"correct","I was thinking that I would rather have the possibility of the plummeting being less than 50%. A sure thing is nice, but a sure thing of 50% is not that nice."
"820","bfbc35yz8z2","L2A","L","2","A","L2",7,1,"female",42,"correct","Not knowing the probability for the second option means that the lethal snake could have had a high probability of being the snake that bit me. I thought maybe I was better off with 50/50 in that case."
"821","nxli35yzy3j","L7A","L","7","A","L7",7,2,"male",53,"correct","I like my odds of winning better knowing the % of colored balls in the urn"
"822","rkwd35yzhpo","L4A","L","4","A","L4",7,2,"male",36,"correct","50/50 is pretty good odds. The gamble might not provide such favorable odds, at least that's how I looked at it."
"823","zbvw35yzip7","L10B","L","10","B","L10",7,0,"female",38,"correct",NA
"824","t9l635yz8rt","G2B","G","2","B","G2",7,1,"female",29,"correct",NA
"825","dmoc35yzfkk","L10B","L","10","B","L10",7,0,"male",40,"correct","Not knowing the probability isn't any better than knowing it's 50/50."
"826","5jg435yzozm","L5A","L","5","A","L5",7,-2,"female",40,"correct",NA
"827","4ww335yzpcd","G2A","G","2","A","G2",7,3,"male",30,"correct",NA
"828","0iiv35yztum","L5B","L","5","B","L5",7,-2,"female",41,"correct","I would have felt more unlucky in the second situation if I had the bad pathogen, so I'd rather not know the probability at all."
"829","fakw35yzju5","L1A","L","1","A","L1",7,0,"male",41,"correct",NA
"830","qh9b35yzv1j","G3A","G","3","A","G3",7,2,"male",32,"correct",NA
"831","oohw35yzavb","G7B","G","7","B","G7",7,0,"female",37,"correct","Either way I wouldn't know which neighborhood to choose."
"832","r4km35yzpaw","G2B","G","2","B","G2",7,-2,"male",33,"correct",NA
"833","855535yztbm","L8B","L","8","B","L8",7,-3,"male",39,"correct","I honestly don't think a numerical value can be placed on this particular probability. And I was thinking why is my car uninsured."
"834","m8qx35yz2sj","G7A","G","7","A","G7",7,0,"female",57,"correct","Since there was no way to know where the school would be built, I had no preference between the two neighborhoods."
"835","uujr35yzbe0","G10B","G","10","B","G10",7,2,"male",30,"correct",NA
"836","dpq435yzv8l","G2B","G","2","B","G2",6,0,"female",61,"correct",NA
"837","7u4535yzqfr","L8A","L","8","A","L8",7,1,"female",48,"correct",NA
"838","betl35yz0tj","G7B","G","7","B","G7",7,0,"male",30,"correct","I dont have kids and the questing did specify to act like I did. So I am indifferent."
"839","mfgs35yz377","L2B","L","2","B","L2",7,0,"male",48,"correct",NA
"840","6d7r35yzk3r","G11B","G","11","B","G11",7,1,"female",27,"correct",NA
"841","gbkj35yzwyl","G9B","G","9","B","G9",7,0,"male",35,"correct","As any action could result in either success or failure, and as the unknown condition could, at worst, offer a 50% chance of success, the decision seems arbitrary and either condition is equally likely to have a favorable outcome."
"842","368135yzyo4","L8B","L","8","B","L8",7,-2,"male",25,"correct","50/50 seems like bad odds."
"843","s7ii35yzl11","L12A","L","12","A","L12",7,1,"female",24,"correct","I did not like option B but whatever would happen my budget could still be slashed so I leaned slightly to option A."
"844","6qay35yz40c","G3A","G","3","A","G3",7,0,"male",45,"correct","There was a 50 -50 chance for this question so i choose to be indifferent to both and just take the promotion ."
"845","c2aq35yzf0u","G9B","G","9","B","G9",7,0,"female",29,"correct",NA
"846","fm0s35yzorz","L11A","L","11","A","L11",7,-2,"male",39,"correct","I chose the previous answer because either way, my child would be able to participate in one program even though the other may be discontinued."
"847","k8m735yzdwe","G11A","G","11","A","G11",7,2,"female",39,"correct",NA
"848","8hn135yznxd","G5A","G","5","A","G5",7,3,"male",23,"correct","I don't like uncertainty so I chose the one with known probabilities"
"849","bmzm35yzy1l","G7A","G","7","A","G7",7,0,"female",24,"correct",NA
"850","lebz35yz8jw","G5A","G","5","A","G5",7,3,"female",57,"correct","I was thinking at least there was half a chance one would work. The possibilities of the other could be worse or better but I chose to go with the sort of sure thing."
"851","scz135yznqh","G8A","G","8","A","G8",7,0,"male",31,"correct",NA
"852","vgzc35yz8q8","G1B","G","1","B","G1",7,2,"male",28,"correct","I would rather know that it is at least a high chance like 50 % rather then something lower like 30%"
"853","v5dh35yzp34","G4B","G","4","B","G4",7,0,"female",52,"correct","To me a 50/50 chance was the same as one likes me one doesn't so it didn't matter just hope it is the right one who likes me."
"854","mo1335yzt9h","L4A","L","4","A","L4",7,1,"female",69,"correct","Slightly A because of the 50/50 factor rather than the complete unknown."
"855","r7x535yzk08","L6B","L","6","B","L6",6,0,"male",24,"correct","The outcome is already predetermined by who ever setup the date the % chance doesn't really matter in a sense."
"856","qjcv35yzj3o","G11B","G","11","B","G11",7,1,"male",37,"correct","I like known percentages usually so I leaned towards the option that gave percentages."
"857","pr8t35yzt9f","L10B","L","10","B","L10",7,0,"male",39,"correct","I've no way to know which one is going to be closed, so it's indifferent."
"858","kcng35yz8cj","G4A","G","4","A","G4",7,2,"male",41,"correct","It seems that both scenarios are equal mathematically. But I do prefer scenario A because assures me that the probability is 50%."
"859","j06x35yzx46","L12A","L","12","A","L12",7,3,"female",33,"correct","Because taking a promotion generally means more money, and I will take more money."
"860","4nyi35yzqfp","L9B","L","9","B","L9",7,3,"female",25,"correct",NA
"861","l12435yzusb","L3B","L","3","B","L3",7,2,"male",41,"correct","To be in a situation, where you do have some information is far better then to be in a situation where you do not have any idea."
"862","xt6o35yztny","L12B","L","12","B","L12",7,0,"female",47,"correct",NA
"863","zj0035yzbem","L11A","L","11","A","L11",7,2,"male",39,"correct","I was thinking that even though it was 50/50, I would still rather know the percentages."
"864","ct2t35yzbi6","G2A","G","2","A","G2",7,-2,"female",25,"correct",NA
"865","8r6v35yz8kf","G8B","G","8","B","G8",7,2,"female",36,"correct","Because both people were attractive but it didn't really matter who I got to me. I was thinking about luck and what really mattered."
"866","pdo535yzbts","L8A","L","8","A","L8",7,-1,"male",37,"correct",NA
"867","6vc735yzxtx","G3A","G","3","A","G3",7,0,"female",30,"correct","I selected the middle one as there is no preference"
"868","ntjb35yza5b","G4B","G","4","B","G4",7,0,"male",37,"correct","I would assume it was 50/50 if I had no other info, making each scenario the same."
