"","subject","condition","vignetteType","vignetteNumber","answerOrder","dummyVignetteAnswer","vignetteAnswer","gender","age","postquestion1","postquestion2"
"705","4d3z35yzf05","L10B","L",10,"B","7","1","female","48","correct","Both answers seemed to be the same, just worded differently. To me, they both sounded the same, but the ones without the percentages of the chances of either branch closing sounded better."
"706","l24r35yz97p","L2A","L",2,"A","7","4","male","33","correct","It does not matter, as even 1% is as harmful as death."
"707","9hp135yzs5g","L11B","L",11,"B","7","4","female","45","correct","I read both outcomes as 50-50 and chose indifferent as it didn't seem to really matter."
"708","0ynf35yz8u7","L6B","L",6,"B","7","4","male","42","correct",""
"709","15no35yzfer","L11B","L",11,"B","7","5","female","41","correct",""
"710","oihi35yzs9t","G7A","G",7,"A","5","3","male","28","correct",""
"711","8p2g35yzqqj","G6A","G",6,"A","7","4","male","32","correct","Either choice was fine with me. the 50/50 odds were not good enough and the unknown percentage was unknown so i dont know if the odds were better or not. So really either is fine."
"712","l15s35yzoat","L1A","L",1,"A","7","1","female","29","correct",""
"713","61nd35yzovi","L5A","L",5,"A","7","6","female","34","correct",""
"714","0k9m35yz5st","G11B","G",11,"B","5","3","male","25","incorrect",""
"715","qlxq35yzsya","G11A","G",11,"A","7","4","male","39","incorrect",""
"716","bj2135yz5au","L5B","L",5,"B","7","5","male","34","correct",""
"717","88or35yz3ug","G4B","G",4,"B","6","6","female","45","correct","I was just thinking there is a 50 50 chance of the one I was hoping to be interested in me really would be. It really is just a toss up, but I would hope it would be the one I was interested in. "
"718","n57g35yz5eg","L11B","L",11,"B","7","4","female","44","correct","I think that a 50/50 chance is pretty much the same as not knowing the chances of one or the other to be cancelled. There's no real benefit either way."
"719","0kyu35yzmnj","G7B","G",7,"B","7","7","female","63","correct",""
"720","lhmj35yzg9l","G5A","G",5,"A","5","7","female","28","correct",""
"721","t42x35yzgka","L2B","L",2,"B","6","6","male","28","correct","I would rather have a 50/50 chance than choose an unknown chance."
"722","nxlr35yzigp","L2A","L",2,"A","6","3","male","36","correct",""
"723","03cw35yzqei","G7A","G",7,"A","7","4","female","55","correct","Because really, either way it was 50/50 as far as my guessing which neighborhood to choose I was either going to choose the one with the new school or not."
"724","huh135yz8ho","G8A","G",8,"A","7","4","female","45","correct",""
"725","ujqf35yzp9p","G9B","G",9,"B","7","7","female","37","correct",""
"726","x3yy35yzl6o","G8B","G",8,"B","7","2","male","28","correct","Since they were both average and up in terms of attractiveness, I had no real preference."
"727","ajmb35yzhos","L4A","L",4,"A","7","6","male","30","correct",""
"728","id3235yz5gk","G10A","G",10,"A","7","2","female","37","correct","Knowing my luck, I'd end up with a 1% chance of getting the right color ball."
"729","n76m35yzs3l","G8B","G",8,"B","7","4","female","50","correct","Sometimes a person who is considered not attractive by someone else's standards, is not unattractive to me. Separarately, someone who is thought to be unattractive by me up front becomes very attractive when you realize that you are attracted to them in other ways. So, I don't wish for one or the other to be a date for me simply based on surface attractiveness. I'd rather the odds play out as in, whomever is meant to be my date is who it will be."
"730","72ua35yz0oe","L1A","L",1,"A","7","4","female","64","correct",""
"731","6m4635yzxjn","L7A","L",7,"A","7","6","female","35","correct","I was thinking I wouldn't want to know. "
"732","by3735yzuqm","G5B","G",5,"B","7","4","male","50","correct","It seemed that both answers were similar, in that it was an equal chance that either training protocol would help."
"733","ldj935yzxw2","L6B","L",6,"B","7","2","female","31","correct",""
"734","75jh35yzsa0","L8B","L",8,"B","7","6","male","33","correct","I am uninsured so I woulld rather know the liklihoood I sustained damage to my car, rather than have it be unknown because I could plan better."
"735","5n9035yzecv","L1B","L",1,"B","7","3","female","26","correct",""
"736","haaw35yzxzg","L11A","L",11,"A","7","6","male","38","correct","Just that I'd probably rather have even odds, just for my own comfort"
"737","f6l535yzajp","G12A","G",12,"A","7","4","male","33","correct","I was thinking about the probabilities of taking the right drug, then I realized that in both scenarios I have the same equity. Unless I have a flaw in my thoughts of course :)"
"738","golj35yzm5r","L6A","L",6,"A","7","4","male","27","correct","Given that it would be a somewhat random chance regardless of the option chosen given the probabilities for option B were unknown, I figure no preference is fine, might as well let the cards fall where they may."
"739","ka1935yz8xm","G1B","G",1,"B","7","7","female","24","correct",""
"740","7ghy35yzq3j","G7B","G",7,"B","7","5","female","46","correct","At least with 50/50 odds I wouldn't be making a choice that could result in a worse scenario."
"741","w0m035yzy50","L11A","L",11,"A","7","4","female","51","correct","Well it really would come down to what my child would want in the end, a year or 2 of that is better then none. If my child really liked it and wanted to continue with it, there is always ways to work with the school to try and keep the program going."
"742","s42035yzf7h","L6A","L",6,"A","7","4","male","40","correct","It didn't matter the odds were very unpredictable."
"743","sp5f35yzmw6","G4B","G",4,"B","7","6","female","34","correct",""
"744","78l235yztdx","L6A","L",6,"A","7","5","female","26","correct",""
"745","wx0735yzixv","L6A","L",6,"A","7","2","female","59","correct",""
"746","ztt835yzsxb","L3A","L",3,"A","7","2","female","42","correct",""
"747","4ppr35yz9wn","L5B","L",5,"B","7","6","male","27","correct",""
"748","kgxl35yzolj","L7B","L",7,"B","7","6","female","58","correct",""
"749","zpb635yzsxs","L7A","L",7,"A","7","2","female","35","correct",""
"750","e0t635yzcep","G1B","G",1,"B","7","7","male","27","correct","Knowing that each choice had a 50% chance of skyrocketing would somewhat put my mind as ease over not knowing the possible outcome at all."
"751","vdyv35yz6hh","L11A","L",11,"A","7","2","female","39","correct","I chose the answer that there would be a 50% chance of either program being discontinued because I would rather know the exact probability of the programs being discontinued than not know any probability at all."
"752","g0me35yzbzj","L12A","L",12,"A","7","1","male","35","correct","I like knowing the certainty of my fate. The first choice was a 50 percent chance either way. The second choice was more vague."
"753","7vs135yzs0l","L12A","L",12,"A","7","2","female","44","correct",""
"754","eqyw35yzn86","G6B","G",6,"B","7","1","female","51","correct","I think instead of trying to overthink a situation where the chances of something possibly happening are exactly the same, I'd just rather not know."
"755","dvde35yzl1v","G6B","G",6,"B","7","7","female","57","correct","When given the percentage amounts of 50% it made my thinking go to weighing the possibilities based on this statistic and made it seem like a good deal."
"756","asov35yzfww","L7A","L",7,"A","7","2","female","60","correct","The unknown of not knowing the probabilities of a red versus a yellow ball made me prefer the 50/50 chance slightly more."
"757","sv7g35yz2nq","L5B","L",5,"B","7","6","female","33","correct","Honestly, I would want the probability that the pathogen was benign and the way the question was worded it seemed like my best option was the one I chose. "
"758","w9ir35yzu2i","L10A","L",10,"A","7","3","male","29","correct",""
"759","j7kp35yze4f","G3A","G",3,"A","7","4","male","40","correct","I was thinking about how nebulous it sounded that I had a choice between departments that either had a 50% chance of being the right one, OR had a high percentage of being selected but I don't know which one has that high probability. isn't that almost the same thing at the end of the day. it's a binary outcome, and the bottom line is that I don't know which one will be selected, so I have no preference."
"760","fsry35yz2x7","G4B","G",4,"B","7","4","male","48","correct","there was no way to know which friend was interested or by how much"
"761","vt0a35yz0jm","L12A","L",12,"A","7","7","female","59","correct",""
"762","ma8o35yz4dl","G6A","G",6,"A","7","4","male","31","correct","it wouldn't make a difference the chances were the same"
"763","onp235yzdmd","G2A","G",2,"A","7","2","female","38","correct","It was 50/50 chance so I was taking a gamble"
"764","o6rf35yz2q8","G10A","G",10,"A","7","5","male","32","correct","I just figured having no idea of the likelihood of the outcome would make me feel like there's a higher chance of getting the outcome that I want."
"765","mr3a35yzx7l","G9B","G",9,"B","7","5","female","34","correct",""
"766","bh3i35yzeg5","G5B","G",5,"B","7","3","male","34","correct","I guess I'd rather take the chance and go with one of the protocols, and hope that it is better than 50 percent odds that it would work for me, because just going with a 50/50 guess seems fairly bad to me."
"767","s78d35yzy4a","L7A","L",7,"A","7","2","male","40","correct","I figured it was a safer bet. If I chose the option where I was not sure of the probability I could have gotten a bad deal."
"768","2skt35yzq0j","L2B","L",2,"B","7","1","male","33","correct",""
"769","zeuo35yzppq","L4A","L",4,"A","7","4","female","30","correct","i didnt see much of a difference in the probabilities "
"770","0o1l35yzb5c","G9B","G",9,"B","7","7","male","22","correct",""
"771","cpmq35yzxv2","L10B","L",10,"B","7","4","male","34","correct","I had no control either way, there was a 50% chance I would lose my job one way or another"
"772","7ovv35yzmll","G4B","G",4,"B","7","6","male","70","correct",""
"773","psoc35yzft1","L3A","L",3,"A","7","4","female","60","correct","The choices were really equal. It was either X or Y or there was a 50% chance of it being X or Y. I saw those two choices as being the same. "
"774","i1a735yztb1","G3A","G",3,"A","7","4","female","48","correct","either one meant the same thing. "
"775","d9wd35yzfb7","L8B","L",8,"B","7","6","female","48","correct",""
"776","33yg35yzx9a","L1A","L",1,"A","7","5","female","36","correct","It leaves me with a little wiggle room"
"777","q6v335yzku5","G5B","G",5,"B","5","1","male","25","incorrect",""
"778","fzwb35yz3cf","G12B","G",12,"B","2","4","female","24","correct","IT seemed to not really matter which is why I chose that I didn't have an opinion"
"779","g0ns35yzu9q","L9A","L",9,"A","7","4","male","40","correct",""
"780","ycc135yzygh","G12A","G",12,"A","7","7","male","35","correct","Since I do not know the exact percentage, I can believe that the drug will definitely help me."
"781","npip35yzy6q","G10A","G",10,"A","7","2","male","42","correct","It's generally better to know the odds, than not."
"782","m2p735yzmsu","L11B","L",11,"B","7","4","female","26","correct","for each answer on the last one, it seemed like that there would at least still be some programs continuing for each X and Y"
"783","3qfl35yzr37","L1B","L",1,"B","7","4","female","31","correct","Both seemed equally bad and had equal amount of uncertainty."
"784","5nhu35yzbsf","L11B","L",11,"B","2","6","male","45","correct",""
"785","5trx35yzqys","L4A","L",4,"A","7","2","male","54","correct",""
"786","35ew35yzk80","G9B","G",9,"B","7","6","female","56","correct","Because the chance than are equally available."
"787","kv7o35yzs4o","L10B","L",10,"B","7","3","female","40","correct","I initially thought, well what's the difference, it's two banks, it's 50%/50%, but maybe not necessarily. Like, they might do an analysis and find that one performs better than the other (more customer traffic, more convenient location, etc.), and if I take time to do the same kind of research, I might get a slight advantage by going with the one that looks like it has better prospects."
"788","c5fs35yzwm1","G7B","G",7,"B","7","7","male","26","correct",""
"789","nurs35yz4pm","L4B","L",4,"B","7","1","male","38","correct","It seems to be entirely random regardless."
"790","76bz35yz2nt","L10A","L",10,"A","7","6","female","54","correct",""
"791","ip6435yzh37","L7B","L",7,"B","7","3","male","33","correct","I did not like the 50/50 percentages, so I was hoping the mystery option might have better odds."
"792","pbuc35yzq61","G2A","G",2,"A","7","4","female","29","correct","I couldn't really decide, neither seemed much better than the other."
"793","hhyv35yzhfx","G12A","G",12,"A","7","6","male","34","correct",""
"794","k5yq35yzzht","L4B","L",4,"B","6","5","male","27","correct",""
"795","zqve35yzya5","G4A","G",4,"A","7","1","female","36","correct","50/50 is a more concrete percentage than the unknown. Even chances. "
"796","5jla35yz2nj","L11B","L",11,"B","7","2","male","42","correct","I would rather have one of the preferred activities not canceled, so I picked A, whereas B had a 50/50 chance of both being canceled.  "
"797","t3rh35yz758","G9B","G",9,"B","7","4","male","34","correct","i didn't see a whole lot of difference in the answers and it's up to the kid, or if he's interested in both, do both, it's his life."
"798","zmg935yzcpt","G6B","G",6,"B","7","5","female","36","correct",""
"799","lpjf35yz6to","L3B","L",3,"B","7","7","female","48","correct",""
"800","h5cg35yzw5i","G10A","G",10,"A","7","2","female","36","correct",""
"801","fyrc35yzzkf","G2A","G",2,"A","7","2","female","21","correct","50/50 are pretty even odds. Choosing B felt like the more uncertain option since in that case you didn't even know what your odds were."
"802","2f0s35yz813","L1B","L",1,"B","7","3","female","59","correct",""
"803","28q935yzoev","G10B","G",10,"B","7","5","male","24","correct","50% odds aren't terrible. So knowing that isn't the worst thing, unless you lose, then not knowing would probably have been better. "
"804","38z735yzcx8","G4A","G",4,"A","7","4","male","32","correct",""
"805","9uf835yzk10","L7A","L",7,"A","6","5","female","52","correct",""
"806","w6yg35yz5kq","L12B","L",12,"B","7","4","female","51","correct","I did not have information that would allow me to make the best choice for myself, so all things were equal."
"807","4w6j35yzg63","L11A","L",11,"A","7","3","male","34","correct",""
"808","e9oy35yzd02","G3B","G",3,"B","7","4","male","32","correct","I thought that both situations involved the same relative amount of risk, since I didn't know which department would be supported. "
"809","sdxh35yz9m6","G7B","G",7,"B","7","7","male","39","correct",""
"810","s4n535yzpvp","G10B","G",10,"B","7","6","male","46","correct","Well, my choice was between a 50/50 shot at $1000 versus an unknown chance at winning. Now, it's true that the unknown chance could have been higher, but basically I'd almost always take 50/50 odds to win $1000, so I took that one so I wouldn't feel stupid if the unknown odds are less."
"811","lj2b35yzoun","G3A","G",3,"A","6","4","male","48","correct",""
"812","v2fi35yzmow","G9A","G",9,"A","7","3","male","34","correct","I would mostly stay indifferent and let my child decide on which endeavor he wants to pursue his interest."
"813","zccb35yzsvl","L11B","L",11,"B","7","6","female","47","correct",""
"814","icj735yzdzh","L2A","L",2,"A","1","2","male","25","correct",""
"815","k97j35yze0e","L1B","L",1,"B","7","7","male","35","correct","I chose that answer because it is the same probability of either one to plummet. If I knew that each stock has a 50% chance of plummet I wouldn't feel so bad as choosing the wrong one since it is an equal chance. "
"816","mky635yzi0j","G3B","G",3,"B","7","7","male","24","correct","It is better to have a 50-50 chance than to go and lose completely. "
"817","r95k35yzvfn","G1B","G",1,"B","7","4","female","54","correct",""
"818","2n3135yzbdr","G8A","G",8,"A","7","6","male","27","correct",""
"819","29nd35yz2zt","G3A","G",3,"A","6","4","male","33","correct",""
"820","hng635yzx7e","L4B","L",4,"B","7","3","female","33","correct",""
"821","9aut35yz2o1","G11A","G",11,"A","7","3","male","29","correct","I just felt like it would make me feel better if both events were equally likely, for whatever reason."
"822","aitu35yz2iy","L12B","L",12,"B","7","4","female","33","correct",""
"823","g6aj35yzawo","L2B","L",2,"B","7","4","male","35","correct",""
"824","wqrk35yzv9x","L11B","L",11,"B","7","3","male","35","correct",""
"825","k0gk35yzcl4","G6B","G",6,"B","7","4","female","30","correct",""
"826","iqt235yz40f","G9B","G",9,"B","7","4","male","40","correct","Both scenarios were equal mathematically(to me). In the first scenario, we did not know the probabilities so since there were 2 options, it was 50%. In the second one, it was stated that each scenario would have a probability of 50% of happening. "
"827","7fpx35yzgfq","L8B","L",8,"B","7","2","male","33","correct","in this situation, I would rather not know a percentage as knowing 50% likely would make me more anxious"
"828","1mpn35yzu64","L8A","L",8,"A","7","6","male","45","correct","Because I guess that a 50% chance of damage was pretty high so I prefered to go with the ""random"" choice hoping to have a better chance with that.
"
"829","lyni35yzobs","G5B","G",5,"B","7","7","male","26","correct",""
"830","cnce35yzi2l","L7B","L",7,"B","7","3","male","35","correct","50% odds of losing money sounds bad so I would probably lean toward hoping the other option had better percentages."
"831","rj7o35yz4uy","G10B","G",10,"B","7","5","male","45","correct","The 50% chance is pretty good for that amount of money, and if I chose the other option my chance of winning might be lower and possibly much lower. It could also be higher, but maybe not. "
"832","nl4935yz9w7","L8A","L",8,"A","7","2","male","28","correct","I rather know the probability that it happened than be left in the dark"
"833","2qp335yznco","L12A","L",12,"A","7","2","male","32","correct","I chose the answer because I prefer to know the odds of an outcome. I was thinking 50/50 is a reasonable gamble, while an unknown is much wose."
"834","rbdv35yzz88","G6B","G",6,"B","7","6","female","70","correct","I prefer to know the percentage of probability, even if it's 50-50."
"835","jwag35yzdvg","L3B","L",3,"B","3","3","female","31","correct",""
"836","mkqi35yzo4c","G10A","G",10,"A","7","2","male","37","correct","I wanted to know the chances of winning so I can prepare for the result- not be too hopeful."
"837","5gct35yzg1l","G6A","G",6,"A","7","2","female","31","correct","I chose the 50/50 option because I felt like it gave more hope"
"838","wat035yzrsh","G10B","G",10,"B","7","5","male","27","correct",""
"839","is5z35yz3vy","G11A","G",11,"A","1","5","female","27","correct",""
"840","021h35yzg3d","G3B","G",3,"B","7","3","female","45","correct",""
"841","fd0e35yzfba","L4A","L",4,"A","7","5","female","29","correct",""
"842","gvfu35yzvsz","G9B","G",9,"B","2","6","male","36","correct","50 50 odds, seemed better than not knowing the odds at all"
"843","ddqi35yzlvh","G12B","G",12,"B","7","5","male","65","correct",""
"844","7n1m35yzdnz","L6A","L",6,"A","7","5","female","41","correct",""
"845","qpef35yz7qt","G3B","G",3,"B","7","4","male","38","correct","Everything is up to chance, so there's no point in taking a stake in it for me.  I would rather just let the cards fall where they may."
"846","8jr335yzedz","G5B","G",5,"B","7","6","male","40","correct",""
"847","b6bk35yzzeh","G2B","G",2,"B","7","3","female","30","correct","I feel like since I was unemployed the investor funding didn't matter much. I just needed a job"
"848","1djc35yzm1c","G2A","G",2,"A","7","2","male","70","correct",""
"849","wm1835yzt77","L7B","L",7,"B","7","6","female","31","correct",""
"850","1ipw35yzzlh","L7B","L",7,"B","6","4","female","35","correct",""
"851","f21s35yza93","L2A","L",2,"A","7","3","female","44","correct","I really can't think of much of a better answer here. 50/50 is no different than knowing nothing."
"852","j3j335yzwct","L5A","L",5,"A","7","4","male","46","correct","50/50 isn't horrible odds when it could be like a 90% chance to have the bad one."
"853","g6ep35yzwjd","L4A","L",4,"A","7","4","male","56","correct",""
"854","t26c35yzh82","G9B","G",9,"B","7","1","male","35","correct",""
"855","2y0m35yz8aw","L2B","L",2,"B","7","6","female","72","correct","If I do not know what species bit me, it may not make much difference about probability.  On the other hand, I need to get to hospital and have it treated no matter what."
"856","cktq35yzoxw","G6A","G",6,"A","7","1","female","48","correct","I was thinking which situation had the less risk and better outcome."
"857","gfes35yzg6g","G3A","G",3,"A","2","5","male","37","incorrect",""
"858","bq0x35yzypx","L1A","L",1,"A","7","4","male","47","correct","Not knowing which stock would plummet is (to me) equal to a 50/50 chance that one or the other will...therefore it was indifferent to me."
"859","dnvo35yza4x","L3B","L",3,"B","7","2","male","31","correct",""
"860","rknt35yzi05","G12A","G",12,"A","7","1","male","49","correct","I would prefer to know that I have a 50% chance of taking the correct drug no matter which one I pick. I know that statistically it wouldn't matter, since I'd have 50% chance of picking the correct one anyways. I'm just weird like that! Good luck with your study."
"861","abj735yz3x9","G11B","G",11,"B","7","6","female","46","correct","I wanted the probability to be set so I would have an equal chance of seeing the bird in each preserve. I think my chances of seeing the bird would be better that way. "
"862","s4u935yzn74","G7A","G",7,"A","7","4","female","67","correct","I was thinking that the choice was 50/50 on my part of choosing the right neighborhood, so either choice in the answer would not be a preferred choice. They were the same to me."
"863","gxtk35yzuor","G1B","G",1,"B","7","5","female","41","correct",""
"864","a3kr35yzv3a","G8B","G",8,"B","7","5","male","34","correct",""
"865","gkhd35yz361","L12A","L",12,"A","7","4","male","27","correct",""
"866","quhk35yznls","G2A","G",2,"A","7","1","female","49","correct",""
"867","q7f935yzslk","L5A","L",5,"A","7","6","male","47","correct",""
"868","d5px35yzkhg","G1A","G",1,"A","7","2","male","29","correct","I'd rather know the odds of the stocks so I'd know what to expect. The second answer left too much to uncertainty."
"869","e34935yzog1","L1A","L",1,"A","6","5","male","22","correct",""
"870","9rq335yzzlv","G7A","G",7,"A","7","2","male","32","correct","Because I knew the odds of the school being built in my neighborhood "
"871","rmba35yz46n","G1B","G",1,"B","5","4","female","40","correct",""
"872","yhyw35yzo3s","G12A","G",12,"A","7","2","male","31","correct","I like knowing answers when studying something. I think arbitrary answers are a bit less satisfying."
"873","wurj35yz1fh","L9B","L",9,"B","7","2","male","43","correct","I was thinking that not knowing precisely where I stood in the election would allow me to maintain a positive state of mind for the final moments of the campaign. If I knew that it was a toss-up with the ""surprisingly"" strong challenger, I think I would feel like I'd already done poorly and have a negative outlook."
"874","nsfj35yzin5","G1B","G",1,"B","7","4","male","24","correct","I just thought it would be equally terrible to be in any of those situations, regardless of the probabilities involved."
"875","2jo935yzn50","L1A","L",1,"A","7","6","female","32","correct","I was thinking that I would rather have the possibility of the plummeting being less than 50%. A sure thing is nice, but a sure thing of 50% is not that nice."
"876","bfbc35yz8z2","L2A","L",2,"A","7","3","female","42","correct","Not knowing the probability for the second option means that the lethal snake could have had a high probability of being the snake that bit me. I thought maybe I was better off with 50/50 in that case."
"877","nxli35yzy3j","L7A","L",7,"A","7","2","male","53","correct","I like my odds of winning better knowing the % of colored balls in the urn"
"878","rkwd35yzhpo","L4A","L",4,"A","7","2","male","36","correct","50/50 is pretty good odds. The gamble might not provide such favorable odds, at least that's how I looked at it."
"879","zbvw35yzip7","L10B","L",10,"B","7","4","female","38","correct",""
"880","t9l635yz8rt","G2B","G",2,"B","7","5","female","29","correct",""
"881","iadm35yz7kw","G6B","G",6,"B","2","4","male","30","correct",""
"882","dmoc35yzfkk","L10B","L",10,"B","7","4","male","40","correct","Not knowing the probability isn't any better than knowing it's 50/50."
"883","5jg435yzozm","L5A","L",5,"A","7","6","female","40","correct",""
"884","4ww335yzpcd","G2A","G",2,"A","7","1","male","30","correct",""
"885","9s0035yz13u","L3B","L",3,"B","2","4","female","48","correct",""
"886","0iiv35yztum","L5B","L",5,"B","7","2","female","41","correct","I would have felt more unlucky in the second situation if I had the bad pathogen, so I'd rather not know the probability at all. "
"887","fakw35yzju5","L1A","L",1,"A","7","4","male","41","correct",""
"888","qh9b35yzv1j","G3A","G",3,"A","7","2","male","32","correct",""
"889","oohw35yzavb","G7B","G",7,"B","7","4","female","37","correct","Either way I wouldn't know which neighborhood to choose. "
"890","r4km35yzpaw","G2B","G",2,"B","7","2","male","33","correct",""
"891","855535yztbm","L8B","L",8,"B","7","1","male","39","correct","I honestly don't think a numerical value can be placed on this particular probability. And I was thinking why is my car uninsured."
"892","m8qx35yz2sj","G7A","G",7,"A","7","4","female","57","correct","Since there was no way to know where the school would be built, I had no preference between the two neighborhoods."
"893","uujr35yzbe0","G10B","G",10,"B","7","6","male","30","correct",""
"894","dpq435yzv8l","G2B","G",2,"B","6","4","female","61","correct",""
"895","7u4535yzqfr","L8A","L",8,"A","7","3","female","48","correct",""
"896","betl35yz0tj","G7B","G",7,"B","7","4","male","30","correct","I dont have kids and the questing did specify to act like I did. So I am indifferent. "
"897","mfgs35yz377","L2B","L",2,"B","7","4","male","48","correct",""
"898","6d7r35yzk3r","G11B","G",11,"B","7","5","female","27","correct",""
"899","gbkj35yzwyl","G9B","G",9,"B","7","4","male","35","correct","As any action could result in either success or failure, and as the unknown condition could, at worst, offer a 50% chance of success, the decision seems arbitrary and either condition is equally likely to have a favorable outcome."
"900","368135yzyo4","L8B","L",8,"B","7","2","male","25","correct","50/50 seems like bad odds. "
"901","s7ii35yzl11","L12A","L",12,"A","7","3","female","24","correct","I did not like option B but whatever would happen my budget could still be slashed so I leaned slightly to option A. "
"902","6qay35yz40c","G3A","G",3,"A","7","4","male","45","correct","There was a 50 -50 chance for this question so i choose to be indifferent to both and just take the promotion ."
"903","c2aq35yzf0u","G9B","G",9,"B","7","4","female","29","correct",""
"904","fm0s35yzorz","L11A","L",11,"A","7","6","male","39","correct","I chose the previous answer because either way, my child would be able to participate in one program even though the other may be discontinued.  "
"905","k8m735yzdwe","G11A","G",11,"A","7","2","female","39","correct",""
"906","620f35yz3bg","L8A","L",8,"A","2","2","male","27","correct",""
"907","8hn135yznxd","G5A","G",5,"A","7","1","male","23","correct","I don't like uncertainty so I chose the one with known probabilities "
"908","bmzm35yzy1l","G7A","G",7,"A","7","4","female","24","correct",""
"909","lebz35yz8jw","G5A","G",5,"A","7","1","female","57","correct","I was thinking at least there was half a chance one would work. The possibilities of the other could be worse or better but I chose to go with the sort of sure thing."
"910","scz135yznqh","G8A","G",8,"A","7","4","male","31","correct",""
"911","vgzc35yz8q8","G1B","G",1,"B","7","6","male","28","correct","I would rather know that it is at least a high chance like 50 % rather then something lower like 30%"
"912","4yk535yz9pf","L12A","L",12,"A","3","2","male","29","correct",""
"913","v5dh35yzp34","G4B","G",4,"B","7","4","female","52","correct","To me a 50/50 chance was the same as one likes me one doesn't so it didn't matter just hope it is the right one who likes me."
"914","mo1335yzt9h","L4A","L",4,"A","7","3","female","69","correct","Slightly A because of the 50/50 factor rather than the complete unknown."
"915","r7x535yzk08","L6B","L",6,"B","6","4","male","24","correct","The outcome is already predetermined by who ever setup the date the % chance doesn't really matter in a sense."
"916","qjcv35yzj3o","G11B","G",11,"B","7","5","male","37","correct","I like known percentages usually so I leaned towards the option that gave percentages."
"917","pr8t35yzt9f","L10B","L",10,"B","7","4","male","39","correct","I've no way to know which one is going to be closed, so it's indifferent."
"918","kcng35yz8cj","G4A","G",4,"A","7","2","male","41","correct","It seems that both scenarios are equal mathematically. But I do prefer scenario A because assures me that the probability is 50%. "
"919","j06x35yzx46","L12A","L",12,"A","7","1","female","33","correct","Because taking a promotion generally means more money, and I will take more money. "
"920","4nyi35yzqfp","L9B","L",9,"B","7","7","female","25","correct",""
"921","l12435yzusb","L3B","L",3,"B","7","6","male","41","correct","To be in a situation, where you do have some information is far better then to be in a situation where you do not have any idea."
"922","xt6o35yztny","L12B","L",12,"B","7","4","female","47","correct",""
"923","zj0035yzbem","L11A","L",11,"A","7","2","male","39","correct","I was thinking that even though it was 50/50, I would still rather know the percentages."
"924","ct2t35yzbi6","G2A","G",2,"A","7","6","female","25","correct",""
"925","8r6v35yz8kf","G8B","G",8,"B","7","6","female","36","correct","Because both people were attractive but it didn't really matter who I got to me. I was thinking about luck and what really mattered."
"926","pdo535yzbts","L8A","L",8,"A","7","5","male","37","correct",""
"927","iwhj35yzguz","G6A","G",6,"A","3","2","male","41","correct",""
"928","6vc735yzxtx","G3A","G",3,"A","7","4","female","30","correct","I selected the middle one as there is no preference"
"929","ntjb35yza5b","G4B","G",4,"B","7","4","male","37","correct","I would assume it was 50/50 if I had no other info, making each scenario the same."
"930","akv435yzkfx","G10B","G",10,"B","7","6","male","30","correct","I think a 50% chance to win $1000 is better than the other option of not knowing the % you have to draw a red ball."
"931","dak535yzjin","L6B","L",6,"B","7","7","male","33","correct",""
"932","zsj735yztfk","L9B","L",9,"B","7","2","male","22","incorrect",""
"933","bdae35yzyz8","G1B","G",1,"B","7","6","male","32","correct",""
"934","ld9i35yzzfi","G1A","G",1,"A","7","5","female","25","correct",""
"935","vlc435yz7lp","G4A","G",4,"A","7","2","male","52","correct",""
"936","gn3u35yz4wr","G5A","G",5,"A","6","5","male","63","correct","flip a coin you're either or. with possibly variable ratio I may get better chance to be lucky. for the flood question I reacted to far away on a hill. sure on a hill but maybe not far away is why not 100%."
"937","3bcc35yzgrv","L5B","L",5,"B","7","2","male","39","correct","Both lead to inconclusive results.  Given that, there's no real benefit to knowing it's a coin flip."
"938","w3vu35yz3tu","L8B","L",8,"B","7","2","male","25","correct","Both ways my car was gonna get damaged, even though the first statement could equal or be worse in terms of chance it felt better not knowing what the probability of the event occurring."
"939","u7fe35yzpeu","G3B","G",3,"B","7","5","male","43","correct",""
"940","72zt35yzjja","G6A","G",6,"A","7","4","male","45","correct","either way there was not a good chance of her being at the party I chose."
"941","xcw535yz0g6","L8B","L",8,"B","7","3","female","43","correct","50/50 isn't great odds - I would slightly prefer to not know the odds - that way I can at least tell myself that *Maybe* the odds are in my favor."
"942","jwg335yzi16","L10B","L",10,"B","7","7","female","39","correct","I was thinking how sad it is to not know about your future. I mean, you know that if you don't pick the right choice there's a 50% chance to be terminated but there is nothing you can do about it, you're not a fortune teller so you can't be certain about the branch that will stay open... It's a conundrum that won't make you sleep at night."
"943","u7xd35yzocx","L12A","L",12,"A","7","4","male","29","correct",""
"944","28ts35yzo4y","G11A","G",11,"A","7","4","female","47","correct",""
"945","l3ac35yzqs9","G4A","G",4,"A","7","4","female","33","correct","I really didn't care either way, if Y liked me it wouldn't be the end of the world but it would also make me sad to know if it was a 99% probability of them."
"946","9qta35yzr6g","L4B","L",4,"B","7","2","female","32","correct","I guess the odds being 50-50 would make me feel worse than not knowing the odds at all. As the reality of the virus isn't something I can control, not knowing the odds would let me pretend the odds were better than they might actually be, if that makes sense."
"947","uril35yzxwh","L8B","L",8,"B","7","2","male","29","correct",""
"948","pjix35yzrkr","G1B","G",1,"B","6","7","male","30","correct",""
"949","4cr435yz6oj","L12B","L",12,"B","7","4","male","35","correct",""
