"","subject","condition","vignetteType","vignetteNumber","answerOrder","dummyVignetteAnswer","vignetteAnswer","gender","age","postquestion1","postquestion2"
"710","xtrx35yzqdp","G3B","G",3,"B","7","5","female","42","correct",""
"711","528635yzezv","L10B","L",10,"B","7","6","female","44","correct",""
"712","z7bn35yz7l0","G10B","G",10,"B","7","7","female","58","correct","I preferred knowing that my chances were 50-50. "
"713","h2e935yz68p","L4B","L",4,"B","7","4","male","24","correct",""
"714","lr4x35yzhox","L8B","L",8,"B","7","7","female","33","correct",""
"715","cx0k35yzzgj","G9A","G",9,"A","7","2","female","36","correct",""
"716","3cf935yzflt","L1A","L",1,"A","7","4","female","36","correct","Both choices had an equal chance of having a negative consequence so I was indifferent."
"717","0wmz35yz6n8","L2B","L",2,"B","7","5","female","31","correct",""
"718","rqwb35yz5p2","G7A","G",7,"A","7","4","female","50","correct"," both answers inferred that the actual probability for where the school would be built was unknown"
"719","jdfa35yz42e","G11B","G",11,"B","7","2","female","38","correct","I liked the 50/50 odds better, but wasn't tied to 100% to that scenario, hence the probably"
"720","yqxs35yz2ne","G2B","G",2,"B","7","4","female","54","correct","I picked no preference because I could only chose one job either X or Y. The companies could afford to hire me even without receiving this investment. It seemed that I had a chance with either company, so no preference was picked."
"721","60i035yz1xl","G9B","G",9,"B","7","6","female","55","correct","I think I would like to know the chances so I know what I am going up against."
"722","vzys35yzsqq","L10A","L",10,"A","5","3","female","50","correct","I would rather that the odds be even. That way I'd just give everything I had to the job and know that there was an even chance my branch would close. If the other choice were the case, I would always be wondering if my branch was the one that had a higher percentage of closing. I know it doesn't make much sense, but that's my gut feeling on it. "
"723","osvf35yzfgm","L12B","L",12,"B","7","4","female","50","correct",""
"724","m32635yzqx4","L1B","L",1,"B","7","5","male","51","correct","Practically speaking the options are identical, but I'd prefer to know the odds, so a slight preference there."
"725","879k35yzd5w","G1A","G",1,"A","1","4","female","55","correct",""
"726","bx7h35yzwgg","L3B","L",3,"B","7","7","female","21","correct",""
"727","a7x235yzmq3","L6B","L",6,"B","7","3","male","32","correct","I felt like there was a better chance of getting the attractive person as my partner if I chose a random chance option; I'm not at all confident that is actually true, total guess."
"728","gni635yzqen","G3A","G",3,"A","7","1","male","31","correct","I'd rather know the odds than not, regardless if I can affect the outcome or not."
"729","m5o635yzi9a","G6B","G",6,"B","7","7","male","24","correct",""
"730","ik9935yzqgn","L4A","L",4,"A","7","3","female","37","correct","Option B could mean that there was a very small chance my computer would be in the shop for weeks, or it could mean a virtual guarantee of that, so on balance I thought the 50/50 situation would be slightly better."
"731","ni0035yzih0","L6A","L",6,"A","7","2","female","41","correct",""
"732","dl8335yzv40","L5B","L",5,"B","7","3","female","51","correct",""
"733","tmm735yzo4b","L12A","L",12,"A","6","4","female","36","correct",""
"734","4ixv35yzu75","L4B","L",4,"B","7","6","female","33","correct","I was thinking I'd rather know the probability so that I don't waste time trying to fix a problem that has next to 0 chance of actually being the culprit."
"735","7dhq35yzvu8","L8A","L",8,"A","7","6","male","39","correct","I'd rather have the hope that it probably didn't happen, whereas knowing there was a 50% chance, there's be more overall worry."
"736","ez4i35yz932","L11A","L",11,"A","7","3","male","75","correct",""
"737","1l4m35yzf1a","G2A","G",2,"A","7","1","male","29","correct",""
"738","eai535yzsk2","G7B","G",7,"B","7","4","female","59","correct","I was thinking that both options were basically the same. Even though with option A, I did not know what the probability was, the fact that the school could be built in either Neighborhood X or Neighborhood Y was the same to me as the 50 percent probability of either one with option B."
"739","j0pg35yzb2j","G8A","G",8,"A","7","4","male","30","correct","I chose 'neutral' because on one hand with a 50/50 chance that my date was the attractive person is nice, there was also a chance that the other probability could have been even better and since I didn't know what that chance was I am indifferent as to which option I get."
"740","mfip35yzcu9","G4A","G",4,"A","7","4","male","50","correct",""
"741","4d3z35yzf05","L10B","L",10,"B","7","1","female","48","correct","Both answers seemed to be the same, just worded differently. To me, they both sounded the same, but the ones without the percentages of the chances of either branch closing sounded better."
"742","l24r35yz97p","L2A","L",2,"A","7","4","male","33","correct","It does not matter, as even 1% is as harmful as death."
"743","9hp135yzs5g","L11B","L",11,"B","7","4","female","45","correct","I read both outcomes as 50-50 and chose indifferent as it didn't seem to really matter."
"744","0ynf35yz8u7","L6B","L",6,"B","7","4","male","42","correct",""
"745","15no35yzfer","L11B","L",11,"B","7","5","female","41","correct",""
"746","oihi35yzs9t","G7A","G",7,"A","5","3","male","28","correct",""
"747","8p2g35yzqqj","G6A","G",6,"A","7","4","male","32","correct","Either choice was fine with me. the 50/50 odds were not good enough and the unknown percentage was unknown so i dont know if the odds were better or not. So really either is fine."
"748","l15s35yzoat","L1A","L",1,"A","7","1","female","29","correct",""
"749","61nd35yzovi","L5A","L",5,"A","7","6","female","34","correct",""
"750","0k9m35yz5st","G11B","G",11,"B","5","3","male","25","incorrect",""
"751","qlxq35yzsya","G11A","G",11,"A","7","4","male","39","incorrect",""
"752","bj2135yz5au","L5B","L",5,"B","7","5","male","34","correct",""
"753","88or35yz3ug","G4B","G",4,"B","6","6","female","45","correct","I was just thinking there is a 50 50 chance of the one I was hoping to be interested in me really would be. It really is just a toss up, but I would hope it would be the one I was interested in. "
"754","n57g35yz5eg","L11B","L",11,"B","7","4","female","44","correct","I think that a 50/50 chance is pretty much the same as not knowing the chances of one or the other to be cancelled. There's no real benefit either way."
"755","0kyu35yzmnj","G7B","G",7,"B","7","7","female","63","correct",""
"756","lhmj35yzg9l","G5A","G",5,"A","5","7","female","28","correct",""
"757","t42x35yzgka","L2B","L",2,"B","6","6","male","28","correct","I would rather have a 50/50 chance than choose an unknown chance."
"758","nxlr35yzigp","L2A","L",2,"A","6","3","male","36","correct",""
"759","03cw35yzqei","G7A","G",7,"A","7","4","female","55","correct","Because really, either way it was 50/50 as far as my guessing which neighborhood to choose I was either going to choose the one with the new school or not."
"760","huh135yz8ho","G8A","G",8,"A","7","4","female","45","correct",""
"761","ujqf35yzp9p","G9B","G",9,"B","7","7","female","37","correct",""
"762","x3yy35yzl6o","G8B","G",8,"B","7","2","male","28","correct","Since they were both average and up in terms of attractiveness, I had no real preference."
"763","ajmb35yzhos","L4A","L",4,"A","7","6","male","30","correct",""
"764","id3235yz5gk","G10A","G",10,"A","7","2","female","37","correct","Knowing my luck, I'd end up with a 1% chance of getting the right color ball."
"765","n76m35yzs3l","G8B","G",8,"B","7","4","female","50","correct","Sometimes a person who is considered not attractive by someone else's standards, is not unattractive to me. Separarately, someone who is thought to be unattractive by me up front becomes very attractive when you realize that you are attracted to them in other ways. So, I don't wish for one or the other to be a date for me simply based on surface attractiveness. I'd rather the odds play out as in, whomever is meant to be my date is who it will be."
"766","72ua35yz0oe","L1A","L",1,"A","7","4","female","64","correct",""
"767","6m4635yzxjn","L7A","L",7,"A","7","6","female","35","correct","I was thinking I wouldn't want to know. "
"768","by3735yzuqm","G5B","G",5,"B","7","4","male","50","correct","It seemed that both answers were similar, in that it was an equal chance that either training protocol would help."
"769","ldj935yzxw2","L6B","L",6,"B","7","2","female","31","correct",""
"770","75jh35yzsa0","L8B","L",8,"B","7","6","male","33","correct","I am uninsured so I woulld rather know the liklihoood I sustained damage to my car, rather than have it be unknown because I could plan better."
"771","5n9035yzecv","L1B","L",1,"B","7","3","female","26","correct",""
"772","haaw35yzxzg","L11A","L",11,"A","7","6","male","38","correct","Just that I'd probably rather have even odds, just for my own comfort"
"773","f6l535yzajp","G12A","G",12,"A","7","4","male","33","correct","I was thinking about the probabilities of taking the right drug, then I realized that in both scenarios I have the same equity. Unless I have a flaw in my thoughts of course :)"
"774","golj35yzm5r","L6A","L",6,"A","7","4","male","27","correct","Given that it would be a somewhat random chance regardless of the option chosen given the probabilities for option B were unknown, I figure no preference is fine, might as well let the cards fall where they may."
"775","ka1935yz8xm","G1B","G",1,"B","7","7","female","24","correct",""
"776","7ghy35yzq3j","G7B","G",7,"B","7","5","female","46","correct","At least with 50/50 odds I wouldn't be making a choice that could result in a worse scenario."
"777","w0m035yzy50","L11A","L",11,"A","7","4","female","51","correct","Well it really would come down to what my child would want in the end, a year or 2 of that is better then none. If my child really liked it and wanted to continue with it, there is always ways to work with the school to try and keep the program going."
"778","s42035yzf7h","L6A","L",6,"A","7","4","male","40","correct","It didn't matter the odds were very unpredictable."
"779","sp5f35yzmw6","G4B","G",4,"B","7","6","female","34","correct",""
"780","78l235yztdx","L6A","L",6,"A","7","5","female","26","correct",""
"781","wx0735yzixv","L6A","L",6,"A","7","2","female","59","correct",""
"782","ztt835yzsxb","L3A","L",3,"A","7","2","female","42","correct",""
"783","4ppr35yz9wn","L5B","L",5,"B","7","6","male","27","correct",""
"784","kgxl35yzolj","L7B","L",7,"B","7","6","female","58","correct",""
"785","zpb635yzsxs","L7A","L",7,"A","7","2","female","35","correct",""
"786","e0t635yzcep","G1B","G",1,"B","7","7","male","27","correct","Knowing that each choice had a 50% chance of skyrocketing would somewhat put my mind as ease over not knowing the possible outcome at all."
"787","vdyv35yz6hh","L11A","L",11,"A","7","2","female","39","correct","I chose the answer that there would be a 50% chance of either program being discontinued because I would rather know the exact probability of the programs being discontinued than not know any probability at all."
"788","g0me35yzbzj","L12A","L",12,"A","7","1","male","35","correct","I like knowing the certainty of my fate. The first choice was a 50 percent chance either way. The second choice was more vague."
"789","7vs135yzs0l","L12A","L",12,"A","7","2","female","44","correct",""
"790","eqyw35yzn86","G6B","G",6,"B","7","1","female","51","correct","I think instead of trying to overthink a situation where the chances of something possibly happening are exactly the same, I'd just rather not know."
"791","dvde35yzl1v","G6B","G",6,"B","7","7","female","57","correct","When given the percentage amounts of 50% it made my thinking go to weighing the possibilities based on this statistic and made it seem like a good deal."
"792","asov35yzfww","L7A","L",7,"A","7","2","female","60","correct","The unknown of not knowing the probabilities of a red versus a yellow ball made me prefer the 50/50 chance slightly more."
"793","sv7g35yz2nq","L5B","L",5,"B","7","6","female","33","correct","Honestly, I would want the probability that the pathogen was benign and the way the question was worded it seemed like my best option was the one I chose. "
"794","w9ir35yzu2i","L10A","L",10,"A","7","3","male","29","correct",""
"795","j7kp35yze4f","G3A","G",3,"A","7","4","male","40","correct","I was thinking about how nebulous it sounded that I had a choice between departments that either had a 50% chance of being the right one, OR had a high percentage of being selected but I don't know which one has that high probability. isn't that almost the same thing at the end of the day. it's a binary outcome, and the bottom line is that I don't know which one will be selected, so I have no preference."
"796","fsry35yz2x7","G4B","G",4,"B","7","4","male","48","correct","there was no way to know which friend was interested or by how much"
"797","vt0a35yz0jm","L12A","L",12,"A","7","7","female","59","correct",""
"798","ma8o35yz4dl","G6A","G",6,"A","7","4","male","31","correct","it wouldn't make a difference the chances were the same"
"799","onp235yzdmd","G2A","G",2,"A","7","2","female","38","correct","It was 50/50 chance so I was taking a gamble"
"800","o6rf35yz2q8","G10A","G",10,"A","7","5","male","32","correct","I just figured having no idea of the likelihood of the outcome would make me feel like there's a higher chance of getting the outcome that I want."
"801","mr3a35yzx7l","G9B","G",9,"B","7","5","female","34","correct",""
"802","bh3i35yzeg5","G5B","G",5,"B","7","3","male","34","correct","I guess I'd rather take the chance and go with one of the protocols, and hope that it is better than 50 percent odds that it would work for me, because just going with a 50/50 guess seems fairly bad to me."
"803","s78d35yzy4a","L7A","L",7,"A","7","2","male","40","correct","I figured it was a safer bet. If I chose the option where I was not sure of the probability I could have gotten a bad deal."
"804","2skt35yzq0j","L2B","L",2,"B","7","1","male","33","correct",""
"805","zeuo35yzppq","L4A","L",4,"A","7","4","female","30","correct","i didnt see much of a difference in the probabilities "
"806","0o1l35yzb5c","G9B","G",9,"B","7","7","male","22","correct",""
"807","cpmq35yzxv2","L10B","L",10,"B","7","4","male","34","correct","I had no control either way, there was a 50% chance I would lose my job one way or another"
"808","7ovv35yzmll","G4B","G",4,"B","7","6","male","70","correct",""
"809","psoc35yzft1","L3A","L",3,"A","7","4","female","60","correct","The choices were really equal. It was either X or Y or there was a 50% chance of it being X or Y. I saw those two choices as being the same. "
"810","i1a735yztb1","G3A","G",3,"A","7","4","female","48","correct","either one meant the same thing. "
"811","d9wd35yzfb7","L8B","L",8,"B","7","6","female","48","correct",""
"812","33yg35yzx9a","L1A","L",1,"A","7","5","female","36","correct","It leaves me with a little wiggle room"
"813","q6v335yzku5","G5B","G",5,"B","5","1","male","25","incorrect",""
"814","fzwb35yz3cf","G12B","G",12,"B","2","4","female","24","correct","IT seemed to not really matter which is why I chose that I didn't have an opinion"
"815","g0ns35yzu9q","L9A","L",9,"A","7","4","male","40","correct",""
"816","ycc135yzygh","G12A","G",12,"A","7","7","male","35","correct","Since I do not know the exact percentage, I can believe that the drug will definitely help me."
"817","npip35yzy6q","G10A","G",10,"A","7","2","male","42","correct","It's generally better to know the odds, than not."
"818","m2p735yzmsu","L11B","L",11,"B","7","4","female","26","correct","for each answer on the last one, it seemed like that there would at least still be some programs continuing for each X and Y"
"819","3qfl35yzr37","L1B","L",1,"B","7","4","female","31","correct","Both seemed equally bad and had equal amount of uncertainty."
"820","5nhu35yzbsf","L11B","L",11,"B","2","6","male","45","correct",""
"821","5trx35yzqys","L4A","L",4,"A","7","2","male","54","correct",""
"822","35ew35yzk80","G9B","G",9,"B","7","6","female","56","correct","Because the chance than are equally available."
"823","kv7o35yzs4o","L10B","L",10,"B","7","3","female","40","correct","I initially thought, well what's the difference, it's two banks, it's 50%/50%, but maybe not necessarily. Like, they might do an analysis and find that one performs better than the other (more customer traffic, more convenient location, etc.), and if I take time to do the same kind of research, I might get a slight advantage by going with the one that looks like it has better prospects."
"824","c5fs35yzwm1","G7B","G",7,"B","7","7","male","26","correct",""
"825","nurs35yz4pm","L4B","L",4,"B","7","1","male","38","correct","It seems to be entirely random regardless."
"826","76bz35yz2nt","L10A","L",10,"A","7","6","female","54","correct",""
"827","ip6435yzh37","L7B","L",7,"B","7","3","male","33","correct","I did not like the 50/50 percentages, so I was hoping the mystery option might have better odds."
"828","pbuc35yzq61","G2A","G",2,"A","7","4","female","29","correct","I couldn't really decide, neither seemed much better than the other."
"829","hhyv35yzhfx","G12A","G",12,"A","7","6","male","34","correct",""
"830","k5yq35yzzht","L4B","L",4,"B","6","5","male","27","correct",""
"831","zqve35yzya5","G4A","G",4,"A","7","1","female","36","correct","50/50 is a more concrete percentage than the unknown. Even chances. "
"832","5jla35yz2nj","L11B","L",11,"B","7","2","male","42","correct","I would rather have one of the preferred activities not canceled, so I picked A, whereas B had a 50/50 chance of both being canceled.  "
"833","t3rh35yz758","G9B","G",9,"B","7","4","male","34","correct","i didn't see a whole lot of difference in the answers and it's up to the kid, or if he's interested in both, do both, it's his life."
"834","zmg935yzcpt","G6B","G",6,"B","7","5","female","36","correct",""
"835","lpjf35yz6to","L3B","L",3,"B","7","7","female","48","correct",""
"836","h5cg35yzw5i","G10A","G",10,"A","7","2","female","36","correct",""
"837","fyrc35yzzkf","G2A","G",2,"A","7","2","female","21","correct","50/50 are pretty even odds. Choosing B felt like the more uncertain option since in that case you didn't even know what your odds were."
"838","2f0s35yz813","L1B","L",1,"B","7","3","female","59","correct",""
"839","28q935yzoev","G10B","G",10,"B","7","5","male","24","correct","50% odds aren't terrible. So knowing that isn't the worst thing, unless you lose, then not knowing would probably have been better. "
"840","srh535yztdp","G8B","G",8,"B","7","6","male","32","correct","would option would be more appealing to me "
"841","38z735yzcx8","G4A","G",4,"A","7","4","male","32","correct",""
"842","9uf835yzk10","L7A","L",7,"A","6","5","female","52","correct",""
"843","w6yg35yz5kq","L12B","L",12,"B","7","4","female","51","correct","I did not have information that would allow me to make the best choice for myself, so all things were equal."
"844","4w6j35yzg63","L11A","L",11,"A","7","3","male","34","correct",""
"845","e9oy35yzd02","G3B","G",3,"B","7","4","male","32","correct","I thought that both situations involved the same relative amount of risk, since I didn't know which department would be supported. "
"846","sdxh35yz9m6","G7B","G",7,"B","7","7","male","39","correct",""
"847","s4n535yzpvp","G10B","G",10,"B","7","6","male","46","correct","Well, my choice was between a 50/50 shot at $1000 versus an unknown chance at winning. Now, it's true that the unknown chance could have been higher, but basically I'd almost always take 50/50 odds to win $1000, so I took that one so I wouldn't feel stupid if the unknown odds are less."
"848","lj2b35yzoun","G3A","G",3,"A","6","4","male","48","correct",""
"849","v2fi35yzmow","G9A","G",9,"A","7","3","male","34","correct","I would mostly stay indifferent and let my child decide on which endeavor he wants to pursue his interest."
"850","zccb35yzsvl","L11B","L",11,"B","7","6","female","47","correct",""
"851","icj735yzdzh","L2A","L",2,"A","1","2","male","25","correct",""
"852","k97j35yze0e","L1B","L",1,"B","7","7","male","35","correct","I chose that answer because it is the same probability of either one to plummet. If I knew that each stock has a 50% chance of plummet I wouldn't feel so bad as choosing the wrong one since it is an equal chance. "
"853","mky635yzi0j","G3B","G",3,"B","7","7","male","24","correct","It is better to have a 50-50 chance than to go and lose completely. "
"854","9f2535yzgw2","G10A","G",10,"A","7","2","male","54","correct","I mostly prefer to know the odds before I do something."
"855","i6dl35yzkli","L9B","L",9,"B","7","2","male","33","correct",""
"856","r95k35yzvfn","G1B","G",1,"B","7","4","female","54","correct",""
"857","2n3135yzbdr","G8A","G",8,"A","7","6","male","27","correct",""
"858","29nd35yz2zt","G3A","G",3,"A","6","4","male","33","correct",""
"859","hng635yzx7e","L4B","L",4,"B","7","3","female","33","correct",""
"860","9aut35yz2o1","G11A","G",11,"A","7","3","male","29","correct","I just felt like it would make me feel better if both events were equally likely, for whatever reason."
"861","aitu35yz2iy","L12B","L",12,"B","7","4","female","33","correct",""
"862","g6aj35yzawo","L2B","L",2,"B","7","4","male","35","correct",""
"863","9gqc35yz35x","G6A","G",6,"A","7","4","male","37","correct","In both cases, the probability that I would meet my crush was 50%, effectively. So, either option was fine for me."
"864","wqrk35yzv9x","L11B","L",11,"B","7","3","male","35","correct",""
"865","k0gk35yzcl4","G6B","G",6,"B","7","4","female","30","correct",""
"866","iqt235yz40f","G9B","G",9,"B","7","4","male","40","correct","Both scenarios were equal mathematically(to me). In the first scenario, we did not know the probabilities so since there were 2 options, it was 50%. In the second one, it was stated that each scenario would have a probability of 50% of happening. "
"867","7fpx35yzgfq","L8B","L",8,"B","7","2","male","33","correct","in this situation, I would rather not know a percentage as knowing 50% likely would make me more anxious"
"868","1mpn35yzu64","L8A","L",8,"A","7","6","male","45","correct","Because I guess that a 50% chance of damage was pretty high so I prefered to go with the ""random"" choice hoping to have a better chance with that.
"
"869","lyni35yzobs","G5B","G",5,"B","7","7","male","26","correct",""
"870","cnce35yzi2l","L7B","L",7,"B","7","3","male","35","correct","50% odds of losing money sounds bad so I would probably lean toward hoping the other option had better percentages."
"871","rj7o35yz4uy","G10B","G",10,"B","7","5","male","45","correct","The 50% chance is pretty good for that amount of money, and if I chose the other option my chance of winning might be lower and possibly much lower. It could also be higher, but maybe not. "
"872","nl4935yz9w7","L8A","L",8,"A","7","2","male","28","correct","I rather know the probability that it happened than be left in the dark"
"873","2qp335yznco","L12A","L",12,"A","7","2","male","32","correct","I chose the answer because I prefer to know the odds of an outcome. I was thinking 50/50 is a reasonable gamble, while an unknown is much wose."
"874","rbdv35yzz88","G6B","G",6,"B","7","6","female","70","correct","I prefer to know the percentage of probability, even if it's 50-50."
"875","jwag35yzdvg","L3B","L",3,"B","3","3","female","31","correct",""
"876","mkqi35yzo4c","G10A","G",10,"A","7","2","male","37","correct","I wanted to know the chances of winning so I can prepare for the result- not be too hopeful."
"877","5gct35yzg1l","G6A","G",6,"A","7","2","female","31","correct","I chose the 50/50 option because I felt like it gave more hope"
"878","wat035yzrsh","G10B","G",10,"B","7","5","male","27","correct",""
"879","is5z35yz3vy","G11A","G",11,"A","1","5","female","27","correct",""
"880","zuzu35yzlwk","L3A","L",3,"A","7","4","male","24","correct",""
"881","021h35yzg3d","G3B","G",3,"B","7","3","female","45","correct",""
"882","fd0e35yzfba","L4A","L",4,"A","7","5","female","29","correct",""
"883","gvfu35yzvsz","G9B","G",9,"B","2","6","male","36","correct","50 50 odds, seemed better than not knowing the odds at all"
"884","ddqi35yzlvh","G12B","G",12,"B","7","5","male","65","correct",""
"885","7n1m35yzdnz","L6A","L",6,"A","7","5","female","41","correct",""
"886","qpef35yz7qt","G3B","G",3,"B","7","4","male","38","correct","Everything is up to chance, so there's no point in taking a stake in it for me.  I would rather just let the cards fall where they may."
"887","8jr335yzedz","G5B","G",5,"B","7","6","male","40","correct",""
"888","b6bk35yzzeh","G2B","G",2,"B","7","3","female","30","correct","I feel like since I was unemployed the investor funding didn't matter much. I just needed a job"
"889","1djc35yzm1c","G2A","G",2,"A","7","2","male","70","correct",""
"890","wm1835yzt77","L7B","L",7,"B","7","6","female","31","correct",""
"891","ah2i35yz3qm","L8A","L",8,"A","4","3","female","32","correct",""
"892","1ipw35yzzlh","L7B","L",7,"B","6","4","female","35","correct",""
"893","f21s35yza93","L2A","L",2,"A","7","3","female","44","correct","I really can't think of much of a better answer here. 50/50 is no different than knowing nothing."
"894","j3j335yzwct","L5A","L",5,"A","7","4","male","46","correct","50/50 isn't horrible odds when it could be like a 90% chance to have the bad one."
"895","g6ep35yzwjd","L4A","L",4,"A","7","4","male","56","correct",""
"896","t26c35yzh82","G9B","G",9,"B","7","1","male","35","correct",""
"897","2y0m35yz8aw","L2B","L",2,"B","7","6","female","72","correct","If I do not know what species bit me, it may not make much difference about probability.  On the other hand, I need to get to hospital and have it treated no matter what."
"898","cktq35yzoxw","G6A","G",6,"A","7","1","female","48","correct","I was thinking which situation had the less risk and better outcome."
"899","gfes35yzg6g","G3A","G",3,"A","2","5","male","37","incorrect",""
"900","bq0x35yzypx","L1A","L",1,"A","7","4","male","47","correct","Not knowing which stock would plummet is (to me) equal to a 50/50 chance that one or the other will...therefore it was indifferent to me."
"901","dnvo35yza4x","L3B","L",3,"B","7","2","male","31","correct",""
"902","rknt35yzi05","G12A","G",12,"A","7","1","male","49","correct","I would prefer to know that I have a 50% chance of taking the correct drug no matter which one I pick. I know that statistically it wouldn't matter, since I'd have 50% chance of picking the correct one anyways. I'm just weird like that! Good luck with your study."
"903","abj735yz3x9","G11B","G",11,"B","7","6","female","46","correct","I wanted the probability to be set so I would have an equal chance of seeing the bird in each preserve. I think my chances of seeing the bird would be better that way. "
"904","s4u935yzn74","G7A","G",7,"A","7","4","female","67","correct","I was thinking that the choice was 50/50 on my part of choosing the right neighborhood, so either choice in the answer would not be a preferred choice. They were the same to me."
"905","js9m35yzavz","L9B","L",9,"B","7","4","male","67","correct","For the scenario in which the probabilities of winning/losing the election were 50/50, I interpreted those probabilities to essentially mean, ""No one has a good idea of who will be elected."" That seemed to me to be fundamentally equivalent to the alternative scenario. Consequently, I was indifferent to the two scenarios. I might add that I was also a little skeptical of the reliability of the polling on which the 50/50 probabilities were presumably based, although that skepticism factored only a little in my choice."
"906","gxtk35yzuor","G1B","G",1,"B","7","5","female","41","correct",""
"907","a3kr35yzv3a","G8B","G",8,"B","7","5","male","34","correct",""
"908","gkhd35yz361","L12A","L",12,"A","7","4","male","27","correct",""
"909","a97u35yzuq8","G3B","G",3,"B","7","6","male","27","correct","I simply prefer having the 50-50 chance instead of the other option. The other option has more risk to it in my opinion."
"910","quhk35yznls","G2A","G",2,"A","7","1","female","49","correct",""
"911","q7f935yzslk","L5A","L",5,"A","7","6","male","47","correct",""
"912","716k35yzmxs","L3A","L",3,"A","1","2","male","50","correct","I preferred the certainty of 50/50 to unknown chance."
"913","d5px35yzkhg","G1A","G",1,"A","7","2","male","29","correct","I'd rather know the odds of the stocks so I'd know what to expect. The second answer left too much to uncertainty."
"914","e34935yzog1","L1A","L",1,"A","6","5","male","22","correct",""
"915","zsvf35yzvop","L5A","L",5,"A","7","3","male","75","correct",""
"916","9rq335yzzlv","G7A","G",7,"A","7","2","male","32","correct","Because I knew the odds of the school being built in my neighborhood "
"917","rmba35yz46n","G1B","G",1,"B","5","4","female","40","correct",""
"918","yhyw35yzo3s","G12A","G",12,"A","7","2","male","31","correct","I like knowing answers when studying something. I think arbitrary answers are a bit less satisfying."
"919","wurj35yz1fh","L9B","L",9,"B","7","2","male","43","correct","I was thinking that not knowing precisely where I stood in the election would allow me to maintain a positive state of mind for the final moments of the campaign. If I knew that it was a toss-up with the ""surprisingly"" strong challenger, I think I would feel like I'd already done poorly and have a negative outlook."
"920","nsfj35yzin5","G1B","G",1,"B","7","4","male","24","correct","I just thought it would be equally terrible to be in any of those situations, regardless of the probabilities involved."
"921","2jo935yzn50","L1A","L",1,"A","7","6","female","32","correct","I was thinking that I would rather have the possibility of the plummeting being less than 50%. A sure thing is nice, but a sure thing of 50% is not that nice."
"922","ok4q35yzb5r","G11A","G",11,"A","2","2","female","32","correct","I would rather have a 50% chance of seeing the bird than an unknown chance that could be 5%"
"923","bfbc35yz8z2","L2A","L",2,"A","7","3","female","42","correct","Not knowing the probability for the second option means that the lethal snake could have had a high probability of being the snake that bit me. I thought maybe I was better off with 50/50 in that case."
"924","nxli35yzy3j","L7A","L",7,"A","7","2","male","53","correct","I like my odds of winning better knowing the % of colored balls in the urn"
"925","rkwd35yzhpo","L4A","L",4,"A","7","2","male","36","correct","50/50 is pretty good odds. The gamble might not provide such favorable odds, at least that's how I looked at it."
"926","zbvw35yzip7","L10B","L",10,"B","7","4","female","38","correct",""
"927","t9l635yz8rt","G2B","G",2,"B","7","5","female","29","correct",""
"928","iadm35yz7kw","G6B","G",6,"B","2","4","male","30","correct",""
"929","dmoc35yzfkk","L10B","L",10,"B","7","4","male","40","correct","Not knowing the probability isn't any better than knowing it's 50/50."
"930","5jg435yzozm","L5A","L",5,"A","7","6","female","40","correct",""
"931","4ww335yzpcd","G2A","G",2,"A","7","1","male","30","correct",""
"932","9s0035yz13u","L3B","L",3,"B","2","4","female","48","correct",""
"933","0iiv35yztum","L5B","L",5,"B","7","2","female","41","correct","I would have felt more unlucky in the second situation if I had the bad pathogen, so I'd rather not know the probability at all. "
"934","fakw35yzju5","L1A","L",1,"A","7","4","male","41","correct",""
"935","qh9b35yzv1j","G3A","G",3,"A","7","2","male","32","correct",""
"936","oohw35yzavb","G7B","G",7,"B","7","4","female","37","correct","Either way I wouldn't know which neighborhood to choose. "
"937","r4km35yzpaw","G2B","G",2,"B","7","2","male","33","correct",""
"938","855535yztbm","L8B","L",8,"B","7","1","male","39","correct","I honestly don't think a numerical value can be placed on this particular probability. And I was thinking why is my car uninsured."
"939","m8qx35yz2sj","G7A","G",7,"A","7","4","female","57","correct","Since there was no way to know where the school would be built, I had no preference between the two neighborhoods."
"940","uujr35yzbe0","G10B","G",10,"B","7","6","male","30","correct",""
"941","dpq435yzv8l","G2B","G",2,"B","6","4","female","61","correct",""
"942","7u4535yzqfr","L8A","L",8,"A","7","3","female","48","correct",""
"943","betl35yz0tj","G7B","G",7,"B","7","4","male","30","correct","I dont have kids and the questing did specify to act like I did. So I am indifferent. "
"944","6xw435yzw5b","G2B","G",2,"B","2","6","male","29","correct",""
"945","mfgs35yz377","L2B","L",2,"B","7","4","male","48","correct",""
"946","00ie35yzthk","G2A","G",2,"A","7","3","male","35","correct",""
"947","6d7r35yzk3r","G11B","G",11,"B","7","5","female","27","correct",""
"948","gbkj35yzwyl","G9B","G",9,"B","7","4","male","35","correct","As any action could result in either success or failure, and as the unknown condition could, at worst, offer a 50% chance of success, the decision seems arbitrary and either condition is equally likely to have a favorable outcome."
"949","368135yzyo4","L8B","L",8,"B","7","2","male","25","correct","50/50 seems like bad odds. "
"950","s7ii35yzl11","L12A","L",12,"A","7","3","female","24","correct","I did not like option B but whatever would happen my budget could still be slashed so I leaned slightly to option A. "
"951","6qay35yz40c","G3A","G",3,"A","7","4","male","45","correct","There was a 50 -50 chance for this question so i choose to be indifferent to both and just take the promotion ."
"952","c2aq35yzf0u","G9B","G",9,"B","7","4","female","29","correct",""
