subject,condition,vignetteType,vignetteNumber,Start100,vignette,dummyConfidence,dummyXprob,dummyYprob,vignetteConfidence,vignetteXprob,vignetteYprob,gender,age,postQuestion1,postQuestion2
b6kf35yzb6l,L6y,L,6,y,L6,3,85,15,1,60,40,male,28,correct,NA
2fjx35yz2vl,G9x,G,9,x,G9,3,95,5,2,50,50,female,35,correct,"There was no way to determine based on the information given and based on the current knowledge about the protocols and how people respond to them, so it was an even chance."
1ty035yzds3,L1x,L,1,x,L1,4,80,20,2,65,35,female,28,correct,I chose that answer because casinos tend to be designed to lose so they will most likely have more red balls than yellow. I was thinking that casinos want to make money so they will make losing more likely.
qvzw35yzm5p,L1y,L,1,y,L1,3,80,20,2,50,50,male,37,correct,NA
t3mc35yz7oj,G10x,G,10,x,G10,3,19,81,3,47,53,male,27,correct,NA
1cu135yzmtv,G12x,G,12,x,G12,3,95,5,0,50,50,female,35,correct,"I didn't have any evidence that one drug would work better than the other, so I just went with 50/50 chance."
93kw35yzu6t,L12y,L,12,y,L12,4,80,20,3,60,40,female,35,correct,"If my opponent was that powerful, I figured they would win because I already was the mayor for five terms and perhaps people wanted change."
uow235yz3sv,G10y,G,10,y,G10,4,95,5,3,51,49,male,36,correct,"I chose 50% probability, because there were no additional information, that would make one of the parties more preferable. As for my confidence, i initially chose ""extremely confident"" (rightmost option), but was unable to move further, because page kept asking me to ""answer second question"". Only after i chose second option from the right (something like ""very confident"") i was able to progress."
tkuj35yzq7y,G6x,G,6,x,G6,4,92,8,3,50,50,female,51,correct,"I was thinking because I know nothing about either company, then there is a 50/50 chance that it could be either one."
1ppb35yze26,G1y,G,1,y,G1,4,90,10,3,50,50,male,51,correct,NA
d09o35yzi0w,G1y,G,1,y,G1,3,85,15,0,15,85,female,36,correct,I was thinking that at a casino the odds are usually pretty low that you will win and so there are probably a lot fewer red balls than yellow balls in the urn.
xm3o35yzfyi,G1x,G,1,x,G1,4,92,8,2,1,99,male,51,correct,"If they were going to give me $1000 for a red ball, there can't have been many red balls !"
b68a35yzu6t,G12y,G,12,y,G12,3,95,5,1,50,50,female,38,correct,"There was very little info to base a guess on, so I just defaulted to a 50/50 chance for each drug."
jvwb35yzh1d,L6y,L,6,y,L6,3,85,15,2,60,40,male,65,correct,One branch may be more popular.
ywjb35yzgq9,G11x,G,11,x,G11,3,98,2,0,50,50,male,41,correct,NA
tk7735yzul3,L3y,L,3,y,L3,3,85,15,3,50,50,male,43,correct,Cause it really was 50/50
jkbl35yzssn,G10y,G,10,y,G10,3,85,15,3,50,50,female,58,correct,NA
1kn735yzaj4,L9x,L,9,x,L9,3,85,15,1,40,60,male,45,correct,I think it's slightly less likely that I would have gotten the more complex virus due to being careful on the internet when I browse.
crd535yzubo,L5x,L,5,x,L5,4,90,10,3,90,10,female,47,correct,when there is smoke there is fire
kopz35yzqbv,G11y,G,11,y,G11,4,95,5,3,50,50,female,41,correct,"It was equal chances to either be in one spot or the other, so a 50/50 chance."
jnol35yzxbp,L3y,L,3,y,L3,3,85,15,0,50,50,male,42,correct,"I chose a 50-50 split because based on the description of the scenario, the chances seemed equally likely that either department would experience the cut to its budget. I was thinking about whether any clues could be identified based on the reading, but I could not, which ultimately led to my 50-50 answer."
uas635yzi5j,G7y,G,7,y,G7,3,80,20,1,50,50,female,41,correct,NA
fmvy35yza3d,G11y,G,11,y,G11,3,80,20,2,49,51,male,33,correct,NA
vjer35yzhjo,L7y,L,7,y,L7,3,95,5,2,50,50,female,36,correct,There was no information to lead me to believe it was one insect species over the other.
kboe35yzgzd,G1y,G,1,y,G1,3,90,10,3,50,50,female,40,correct,NA
7ds535yz8gl,L8y,L,8,y,L8,4,80,20,2,50,50,female,40,correct,It was an equal chance of being either snake choice.
x9zp35yzg7d,L12x,L,12,x,L12,1,79,21,1,29,71,female,42,correct,"For question #2 I saw how it was worded, it asked if I would LOSE. But the scenario itself mentioned how I had been a five-term mayor, so I must be doing something right to keep getting re-elected. So in all, I thought if I was a good mayor I would get elected again."
blrh35yzoce,L8x,L,8,x,L8,4,100,0,2,50,50,female,26,correct,NA
uo2335yz2m1,G1x,G,1,x,G1,3,81,19,3,5,95,male,38,correct,Too me i'm sure the house made it so they have the edge and limited the number of red balls to around 5% of the total amount of balls in the urn. Thus limiting the amount of people who could win while still having a big enough change that one or two might win.
n66635yz8ep,G2x,G,2,x,G2,2,70,30,2,59,41,female,54,correct,NA
ut0y35yz9hf,G1x,G,1,x,G1,3,92,8,2,1,99,male,45,correct,"I think that if it were a casino, the odds would probably be very low as casinos are in the for-profit business."
0pq835yzx05,G9y,G,9,y,G9,4,95,5,2,53,47,male,24,correct,NA
0mtu35yz7pq,G9y,G,9,y,G9,3,80,20,3,50,50,male,39,correct,NA
3znx35yzvda,G12y,G,12,y,G12,3,80,20,2,50,50,female,47,correct,I was thinking it was equally likely for each drug to work and there was no other information to judge the efficacy of each drug by.
n9yc35yz9xu,G5x,G,5,x,G5,3,58,42,2,50,50,female,46,correct,It wasn't clear which stock would skyrocket. So because the probability wasn't really known it could be either one. So I gave each one a 50/50 chance.
e46b35yzgxk,L11x,L,11,x,L11,3,96,4,2,32,68,female,38,correct,NA
mby335yz67p,G8x,G,8,x,G8,3,95,5,2,30,70,male,51,correct,"it never works out romantically for me. if i had a crush on x, it's likely she's taken or she's not interested."
e2us35yzvv8,G11y,G,11,y,G11,2,70,30,0,50,50,male,33,correct,NA
6f9635yzqsd,G4x,G,4,x,G4,3,89,11,2,49,51,female,45,correct,NA
zk6e35yzldd,G1x,G,1,x,G1,3,80,20,2,5,95,male,38,correct,I figured that if a red ball won $1000 there probably won't be many red ball
bo3335yzxib,L10x,L,10,x,L10,4,95,5,2,50,50,male,37,correct,There wasn't enough information about what percentage it is more likely to be.
saur35yz2b7,G6x,G,6,x,G6,3,70,30,3,80,20,female,47,correct,NA
ggcl35yz9sd,G2x,G,2,x,G2,3,76,24,0,47,53,female,59,correct,it could have been either one of the males. it might have been the less attractive one more as a very attractive male would probably not have to go on a blind date a he might be very confident and not afraid to ask girls out as much as the lesser attractive one might be.
oyky35yzory,G3x,G,3,x,G3,4,90,10,4,50,50,female,47,correct,"My boss didn't know which department his boss would support.  So, I felt the only way I could answer the question was to say there was a 50/50 chance he would support either department."
1xd935yza5f,L6y,L,6,y,L6,4,86,14,3,49,51,female,44,correct,I thought about the information that was given to me.
a8vb35yzwlm,L5y,L,5,y,L5,3,80,20,2,50,50,male,30,correct,"There was no evidence either way, just that one would plummet and one would grow."
bkbd35yzilo,L4y,L,4,y,L4,4,100,0,2,53,47,male,29,correct,NA
a8zq35yz3wt,G9y,G,9,y,G9,3,78,22,2,52,48,male,32,correct,NA
lkzg35yze41,G11y,G,11,y,G11,3,75,25,2,50,50,male,32,correct,Without any highly specific scientifically valid information about the bird in question the probability of encountering it in either preserve is clearly a coin-flip. A 50% probability rating is simply a banal way to represent the fact that I did not have enough facts to choose either X or Y with any degree of certainty.
lymq35yz7nj,L10x,L,10,x,L10,1,74,26,2,51,49,male,30,correct,NA
phvf35yz9s9,G3x,G,3,x,G3,4,90,10,4,50,50,male,47,correct,It was a toss up.  There was no information provided that would lead one choice to be higher over the other.
jdrt35yzoyn,L9x,L,9,x,L9,3,95,5,2,50,50,male,51,correct,"There was no relevant info to favor one over the other, so I went 50/50."
blyd35yzp2o,G1y,G,1,y,G1,3,90,10,3,10,90,female,64,correct,$1000 is a lot of money so I think the chances of winning would be very low.
8pi335yzm04,L9y,L,9,y,L9,3,90,10,2,50,50,male,39,correct,NA
1tvy35yzh0c,G10x,G,10,x,G10,3,94,6,3,50,50,female,43,correct,I don't know enough about the hosts of either party or their relationships to the crush to know which he'd be more likely to attend.
dd9g35yzt8w,L2x,L,2,x,L2,3,80,20,3,50,50,male,39,correct,I had to choose between two people. I had no other information available to infer who was my date so it seemed like a 50/50 toss-up to me. A few more pieces of information may have made one of the persons more likely.
wznf35yz91g,G12y,G,12,y,G12,4,66,34,2,25,75,male,33,correct,i tried to use my best judgement
ojoi35yzcf5,L1x,L,1,x,L1,4,95,5,3,40,60,female,43,correct,Usually the odds are stacked against people when they go gambling so I bet against the gambler.
pydg35yzp3h,G6y,G,6,y,G6,3,85,15,0,50,50,male,42,correct,I knew nothing about the companies and nothing in the paragraph gave me a clue as to which one was more successful.
my9m35yzzpu,L10x,L,10,x,L10,4,80,20,3,50,50,female,41,correct,NA
m3rp35yz3i3,L5y,L,5,y,L5,3,90,10,0,26,74,female,51,correct,There was really no way to know which would plummet and I thought one had a higher chance than the other
26vo35yz72o,G9x,G,9,x,G9,4,73,27,3,56,44,male,31,correct,NA
i2go35yztlj,L8y,L,8,y,L8,3,75,25,0,50,50,female,36,correct,NA
vlq435yzvej,L4x,L,4,x,L4,3,95,5,2,50,50,female,40,correct,NA
w76135yzxlx,G11x,G,11,x,G11,3,98,2,1,50,50,female,39,correct,NA
7d7735yzxq4,G2x,G,2,x,G2,3,100,0,2,50,50,female,51,correct,NA
1lvx35yzivo,L6y,L,6,y,L6,2,39,61,3,51,49,male,42,correct,I was trying to rationalize which percentage the banks had of closing.
x39q35yzm1h,L6y,L,6,y,L6,2,81,19,0,50,50,male,37,correct,I mostly used my gut response because I didn't have enough info.  I don't think I could make these decisions without actually being in that position to answer.  There is a lot of inherent truth in the air around a real decision.
vi7m35yzz5e,L6y,L,6,y,L6,3,90,10,2,50,50,female,38,correct,"There was no information given on if one was more likely than another to close, so it was a 50/50 chance."
rtgf35yzfji,G5y,G,5,y,G5,3,62,38,2,37,63,female,54,correct,NA
knuf35yzopp,L12x,L,12,x,L12,3,90,10,2,40,60,female,39,correct,NA
jp7h35yzcl3,G3y,G,3,y,G3,4,80,20,3,50,50,female,59,correct,I was thinking there was no way of predicting which department would get more support.
gp2635yzgv3,L5x,L,5,x,L5,4,90,10,1,50,50,female,41,correct,NA
23ws35yzvky,G3x,G,3,x,G3,3,85,15,4,50,50,female,35,correct,NA
sw3535yzoqo,G6x,G,6,x,G6,4,100,0,3,50,50,female,24,correct,"Because I there weren't any suggestions as to which company would receive funding, I had an equal amount of consideration for both job offers."
76u135yzhtc,G3y,G,3,y,G3,3,83,17,3,49,51,female,63,correct,There was no information leading me to believe that my bosses boss will heavily support one department more or less so than the other. Therefore I chose a 50:50 chance for each of tbe two departments.
8aio35yzcer,G3y,G,3,y,G3,3,85,15,0,50,50,female,33,correct,NA
kak035yzx6h,L8x,L,8,x,L8,4,90,10,3,50,50,female,34,correct,It could have just as likely been X as Y based on limited information
6z5635yzxb3,L10x,L,10,x,L10,3,91,9,2,48,52,female,35,correct,It could go both ways.
yvt735yz3gw,L1x,L,1,x,L1,3,98,2,0,55,45,female,27,correct,NA
dbq035yzm4u,L11y,L,11,y,L11,2,76,24,1,40,60,female,53,correct,I was trying to determine the probability of each choice.
n7pu35yzio2,L4x,L,4,x,L4,3,85,15,3,50,50,male,38,correct,NA
2ufm35yzfz2,G7x,G,7,x,G7,4,95,5,2,56,44,male,28,correct,"I was thinking that it was a toss up about which neighborhood the school would be in, so I was not entirely sure which is why my percentage was just a little higher than 50-50."
9zw335yznid,L7y,L,7,y,L7,4,95,5,3,50,50,female,41,correct,"There were no clues as to which type of bug it is, it could be either."
xgqi35yzu4o,L2x,L,2,x,L2,3,90,10,2,40,60,female,20,correct,I chose that answer because my friend would probably set me up with someone who would be attractive. Because my friends would definitely consider the person's appearance while arranging a blind date.
dtoa35yzp8c,L3x,L,3,x,L3,3,99,1,3,100,0,male,65,correct,NA
qyj835yzfo0,G9y,G,9,y,G9,3,70,30,2,50,50,male,41,correct,"There was no information at all to help discern which one might work better, so I have nothing to go on other than to make it a 50/50 proposition."
3aav35yzjh9,G1x,G,1,x,G1,2,77,23,3,50,50,male,34,correct,"it was a simple 50/50 chance, at least that's how I thought of it."
14s135yzbho,L3x,L,3,x,L3,2,50,50,1,50,50,female,57,correct,NA
382q35yz9xb,G12y,G,12,y,G12,4,90,10,2,65,35,female,50,correct,I am not sure which of these drugs would work but anyway I chose drug X over drug Y. I cannot be completely sure that they work. So I chose the option that I believed in.
qwmr35yz9hk,L7x,L,7,x,L7,3,87,13,1,25,75,male,46,correct,It always seems less likely that the weirder thing will happen. Insects that destroy your house seems unusual.
1ruw35yzm0e,G11x,G,11,x,G11,3,80,20,3,50,50,female,53,correct,Given that it could be at either one with not bias given I figured there was a  50/50 chance.
8lju35yzehn,G10y,G,10,y,G10,3,87,13,3,50,50,female,29,correct,NA
vh0k35yzb6b,L8y,L,8,y,L8,3,91,9,2,50,50,male,39,correct,Its a 50/50 chance
3khf35yztnx,L11y,L,11,y,L11,3,85,15,3,5,95,female,46,correct,NA
w6cp35yzq2f,G4y,G,4,y,G4,3,80,20,3,50,50,female,32,correct,NA
tnyd35yzupo,L11y,L,11,y,L11,4,97,3,2,55,45,male,60,correct,I was thinking about my personal experiences with hailstorms and how they are not a widespread event. If there were reports of a large hailstorm in the vicinity of the carpark I know there is not a 100% probability it was hit. My best estimate was close to a 50/50 chance of being hit.
1yup35yz8b9,L5y,L,5,y,L5,3,80,20,2,80,20,male,43,correct,NA
ntf435yzwow,G7y,G,7,y,G7,4,49,51,3,83,17,female,57,incorrect,thank you
rsg135yzkbr,L7x,L,7,x,L7,4,5,95,3,68,32,female,64,correct,I was thinking that it was very possible.
